merchant_id,merchant_reference_record_count,merchant_name,merchant_category,business_type,merchant_status,mcc,city,state,declared_avg_ticket_size,merchant_status_values,merchant_category_values,merchant_status_count,merchant_category_count,invalid_mcc_records,suspended_reference_records,merchant_reference_inconsistency_flag
MCH4902,1,"Pingle, Choudhary and Raghavan",HOSPITALITY,SOLE_PROPRIETOR,ACTIVE,7011,BENGALURU,KARNATAKA,482.41,ACTIVE,HOSPITALITY,1,1,0,0,False
MCH4903,1,Khatri Gr0up,DEPT_STORE,INDIVIDUAL,ACTIVE,5311,DELHI,DELHI,,ACTIVE,DEPT_STORE,1,1,0,0,False
MCH4904,2,MULTIPLE_VALUES,MULTIPLE_VALUES,PARTNERSHIP,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1201.7450000000001,ACTIVE,MOBILE_RECHARGE | PHONE_SERVICE,1,2,1,0,True
MCH4906,1,Gaba LLC,FOOD_SERVICES,PRIVATE_LIMITED,ACTIVE,5812,JAIPUR,RAJASTHAN,1902.8,ACTIVE,FOOD_SERVICES,1,1,0,0,False
MCH4909,2,"Sharaf, Lalla and Rattan",BOOKS,SOLE_PROPRIETOR,MULTIPLE_VALUES,,CALCUTTA,WEST_BENGAL,650.04,ACTIVE | SUSPENDED,BOOKS,2,1,2,1,True
MCH4911,1,"Nigam, Mahajan and Misra",GROCERY_STORE,INDIVIDUAL,ACTIVE,5411,BENGALURU,KARNATAKA,689.3,ACTIVE,GROCERY_STORE,1,1,0,0,False
MCH4912,1,Devi Group,GROCERY,SOLE_PROPRIETOR,ACTIVE,,CALCUTTA,WEST_BENGAL,1738.86,ACTIVE,GROCERY,1,1,1,0,False
MCH4913,1,Baral-Bhattacharyya,TRANSPORT,INDIVIDUAL,INACTIVE,4131,AMRITSAR,PUNJAB,697.03,INACTIVE,TRANSPORT,1,1,0,0,False
MCH4914,1,BORA INC,DEPARTMENT_STORE,SOLE_PROPRIETOR,ACTIVE,,JAIPUR,RAJASTHAN,4227.85,ACTIVE,DEPARTMENT_STORE,1,1,1,0,False
MCH4916,1,Rama-Patel,BOOKS_STATIONERY,INDIVIDUAL,ACTIVE,5942,DELHI,DELHI,,ACTIVE,BOOKS_STATIONERY,1,1,0,0,False
MCH4917,1,"Bhat, Saha and Wable",TRAVEL,PRIVATE_LIMITED,ACTIVE,4131,JAIPUR,RAJASTHAN,6159.51,ACTIVE,TRAVEL,1,1,0,0,False
MCH4918,1,GANESH INC,HOTEL,INDIVIDUAL,ACTIVE,MISC,LUCKNOW,UTTAR_PRADESH,651.04,ACTIVE,HOTEL,1,1,1,0,False
MCH4922,1,Cheema Group,MISC_RETAIL,PARTNERSHIP,ACTIVE,5999,HYDERABAD,TELANGANA,324.81,ACTIVE,MISC_RETAIL,1,1,0,0,False
MCH4926,2,Shankar Ltd,RESTAURANT,INDIVIDUAL,ACTIVE,5812,HYDERABAD,TELANGANA,,ACTIVE,RESTAURANT,1,1,0,0,False
MCH4927,1,mohan plc,APPAREL,INDIVIDUAL,ACTIVE,5699,JPR,RAJASTHAN,1972.99,ACTIVE,APPAREL,1,1,0,0,False
MCH4928,1,"NARANG, BEDI AND SACHAR",CLOTHS,PRIVATE_LIMITED,ACTIVE,5699,JALANDAR,PUNJAB,3146.1,ACTIVE,CLOTHS,1,1,0,0,False
MCH4930,1,Dasgupta-Dua,FOOD,PARTNERSHIP,ACTIVE,,JAIPUR,RAJASTHAN,,ACTIVE,FOOD,1,1,1,0,False
MCH4932,1,KHOSLA AND SONS,FOOD_SERVICES,SOLE_PROPRIETOR,INACTIVE,5812,JALANDHAR,PUNJAB,340.55,INACTIVE,FOOD_SERVICES,1,1,0,0,False
MCH4934,2,MULTIPLE_VALUES,MULTIPLE_VALUES,PRIVATE_LIMITED,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,PUNJAB,1471.24,ACTIVE,PHARMACY | RESTAURANT,1,2,0,0,True
MCH4936,2,MULTIPLE_VALUES,MULTIPLE_VALUES,INDIVIDUAL,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1402.31,ACTIVE,GROCERIES | PHONE_SERVICE,1,2,0,0,True
MCH4937,1,Mand and Sons,CHEMIST,PARTNERSHIP,INACTIVE,5912,CALCUTTA,WEST_BENGAL,2054.97,INACTIVE,CHEMIST,1,1,0,0,False
MCH4939,1,Bath-Kumer,MOBILE_RECHARGE,PARTNERSHIP,ACTIVE,4814,DELHI,DELHI,1620.24,ACTIVE,MOBILE_RECHARGE,1,1,0,0,False
MCH4943,1,Sawhney-Dugar,HOSPITALITY,SOLE_PROPRIETOR,INACTIVE,7011,CHENNAI,TAMIL_NADU,470.52,INACTIVE,HOSPITALITY,1,1,0,0,False
MCH4944,1,"Pillai, Kurian and Sunder",KIRANA,SOLE_PROPRIETOR,ACTIVE,MISC,MUMBAI,MAHARASHTRA,907.45,ACTIVE,KIRANA,1,1,1,0,False
MCH4947,2,MULTIPLE_VALUES,MULTIPLE_VALUES,INDIVIDUAL,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1826.705,ACTIVE,APPAREL | TRANSPORT,1,2,2,0,True
MCH4948,1,Dass-Dhaliwal,RESTAURANTS,PARTNERSHIP,ACTIVE,05812,JALANDHAR,PUNJAB,,ACTIVE,RESTAURANTS,1,1,1,0,False
MCH4951,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,430.18,ACTIVE | INACTIVE,DEPARTMENT_STORES | GROCERY_STORE | TELECOM,2,3,0,0,True
MCH4952,1,"Anne,ChoudhryandBhattacharyya",RESTAURANTS,INDIVIDUAL,ACTIVE,5812,DILLI,DELHI,4302.0,ACTIVE,RESTAURANTS,1,1,0,0,False
MCH4956,1,Kant-Setty,GROCERY,SOLE_PROPRIETOR,ACTIVE,5411,JPR,RAJASTHAN,6450.59,ACTIVE,GROCERY,1,1,0,0,False
MCH4957,1,Natt Ltd,APPAREL,INDIVIDUAL,ACTIVE,5699,LUCKNOW,UTTAR_PRADESH,1324.11,ACTIVE,APPAREL,1,1,0,0,False
MCH4958,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,4814,MULTIPLE_VALUES,MULTIPLE_VALUES,440.09,ACTIVE,PHONE_SERVICE | TRANSPRT,1,2,1,0,True
MCH4962,1,venkataraman-mannan,BOOKS,PRIVATE_LIMITED,ACTIVE,5942,CHENNAI,TAMIL_NADU,266.61,ACTIVE,BOOKS,1,1,0,0,False
MCH4963,1,AtwalLtd,PHARMACY,SOLE_PROPRIETOR,ACTIVE,5912,HYDERABAD,TELANGANA,,ACTIVE,PHARMACY,1,1,0,0,False
MCH4964,2,SARKAR-GODA,DEPT_STORE,PRIVATE_LIMITED,MULTIPLE_VALUES,5311,POONA,MAHARASHTRA,1517.0,ACTIVE | SUSPENDED,DEPT_STORE,2,1,0,1,True
MCH4965,1,"Shukla, Brahmbhatt and Natarajan",CLOTHS,INDIVIDUAL,ACTIVE,5699,PUNE,MAHARASHTRA,168.46,ACTIVE,CLOTHS,1,1,0,0,False
MCH4967,1,Mallick PLC,TRANSPORT,PARTNERSHIP,ACTIVE,4131,AMRITSAR,PUNJAB,,ACTIVE,TRANSPORT,1,1,0,0,False
MCH4968,1,Choudhry Inc,MOBILE_RECHARGE,PARTNERSHIP,ACTIVE,4814,JAIPUR,RAJASTHAN,1122.44,ACTIVE,MOBILE_RECHARGE,1,1,0,0,False
MCH4969,1,"Bobal, Garde and Upadhyay",MOBILE_RECHARGE,SOLE_PROPRIETOR,ACTIVE,4814,CHENNAI,TAMIL_NADU,817.93,ACTIVE,MOBILE_RECHARGE,1,1,0,0,False
MCH4971,1,"Gopal, Jayaraman and Narayan",BOOK_STORE,INDIVIDUAL,ACTIVE,5942,LKO,UTTAR_PRADESH,650.74,ACTIVE,BOOK_STORE,1,1,0,0,False
MCH4972,2,MULTIPLE_VALUES,MULTIPLE_VALUES,PARTNERSHIP,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,,ACTIVE,DEPARTMENT_STORES | FOOD,1,2,0,0,True
MCH4973,1,vala-raval,HOTEL,PRIVATE_LIMITED,ACTIVE,7011,CHENNAI,TAMIL_NADU,859.46,ACTIVE,HOTEL,1,1,0,0,False
MCH4974,1,Krishna PLC,FASHION,INDIVIDUAL,SUSPENDED,5699,KOLKATA,WEST_BENGAL,1458.56,SUSPENDED,FASHION,1,1,0,1,False
MCH4975,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,451.32000000000005,ACTIVE,FASHION | HOTEL_LODGING,1,2,0,0,True
MCH4976,1,Walla and Sons,BOOKS_STATIONERY,SOLE_PROPRIETOR,ACTIVE,5942,BENGALURU,KARNATAKA,929.0,ACTIVE,BOOKS_STATIONERY,1,1,0,0,False
MCH4977,1,ARORA-NAYAK,OTHER,INDIVIDUAL,ACTIVE,5999,LDH,PUNJAB,1505.38,ACTIVE,OTHER,1,1,0,0,False
MCH4980,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1832.14,ACTIVE | INACTIVE,KIRANA | MEDICAL,2,2,1,0,True
MCH4982,1,Upadhyay-Thaker,APPAREL,PRIVATE_LIMITED,ACTIVE,5699,PUNE,MAHARASHTRA,,ACTIVE,APPAREL,1,1,0,0,False
MCH4983,1,"Magar, Ratta and Choudhary",GROCERY,PARTNERSHIP,ACTIVE,05411,LUDHIANA,PUNJAB,617.98,ACTIVE,GROCERY,1,1,1,0,False
MCH4984,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,,ACTIVE | INACTIVE,HOTEL_LODGING | MOBILE_RECHARGE,2,2,1,0,True
MCH4985,1,HAYRE AND SONS,BOOKS,PARTNERSHIP,ACTIVE,5942,LUCKNOW,UTTAR_PRADESH,1981.89,ACTIVE,BOOKS,1,1,0,0,False
MCH4989,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,PUNJAB,2075.7,ACTIVE,CHEMIST | HOTEL_LODGING,1,2,1,0,True
MCH4990,1,"Ramakrishnan, Dey and Thakkar",GROCERY_STORE,PRIVATE_LIMITED,ACTIVE,5411,MUMBAI,MAHARASHTRA,,ACTIVE,GROCERY_STORE,1,1,0,0,False
MCH4992,1,VISWANATHAN-PANDEY,HOTEL_LODGING,INDIVIDUAL,SUSPENDED,7011,JALANDHAR,PUNJAB,918.79,SUSPENDED,HOTEL_LODGING,1,1,0,1,False
MCH4994,1,"Uppal, Bawa and Gera",EATING_PLACE,SOLE_PROPRIETOR,ACTIVE,05812,DELHI,DELHI,1710.0,ACTIVE,EATING_PLACE,1,1,1,0,False
MCH4998,1,"Sura, Kanda and Chopra",GROCERY_STORES,PARTNERSHIP,INACTIVE,05411,PUNE,MAHARASHTRA,,INACTIVE,GROCERY_STORES,1,1,1,0,False
MCH5000,1,Lad Group,MISCELLANEOUS,PRIVATE_LIMITED,ACTIVE,5999,KOLKATA,WEST_BENGAL,,ACTIVE,MISCELLANEOUS,1,1,0,0,False
MCH5001,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,3257.3900000000003,ACTIVE,EATING_PLACE | FASHION,1,2,0,0,True
MCH5009,1,arora-wagle,GARMENTS,INDIVIDUAL,INACTIVE,5699,HYDERABAD,TELANGANA,1125.91,INACTIVE,GARMENTS,1,1,0,0,False
MCH5015,1,"Pall, Mand and Balakrishnan",EATING_PLACE,SOLE_PROPRIETOR,ACTIVE,5812,LUCKNOW,UTTAR_PRADESH,2215.59,ACTIVE,EATING_PLACE,1,1,0,0,False
MCH5017,1,"Datta, Sinha and Pat1a",HOSPITALITY,SOLE_PROPRIETOR,ACTIVE,7011,KOLKATA,WEST_BENGAL,617.0,ACTIVE,HOSPITALITY,1,1,0,0,False
MCH5019,4,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1015.45,ACTIVE,GROCERY_STORE | GROCERY_STORES | PHARMACY | TELECOM,1,4,2,0,True
MCH5020,1,Sarna-Sarraf,GROCERY,INDIVIDUAL,ACTIVE,5411,LUCKNOW,UTTAR_PRADESH,3351.89,ACTIVE,GROCERY,1,1,0,0,False
MCH5021,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,643.315,ACTIVE,HOTEL | MOBILE_RECHARGE,1,2,1,0,True
MCH5023,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1257.95,ACTIVE,GROCERY_STORES | HOTELS | PHARMACIES,1,3,1,0,True
MCH5027,1,Mukhopadhyay-Brar,RETAIL_OTHER,PARTNERSHIP,ACTIVE,5999,LUDHIANA,PUNJAB,3103.67,ACTIVE,RETAIL_OTHER,1,1,0,0,False
MCH5028,1,"Chhabra, Deo and Chakrabarti",HOTELS,PARTNERSHIP,INACTIVE,7011,LUDHIANA,PUNJAB,716.94,INACTIVE,HOTELS,1,1,0,0,False
MCH5036,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1738.1950000000002,ACTIVE,BOOK_STORE | RESTAURANTS,1,2,0,0,True
MCH5037,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,,ACTIVE | SUSPENDED,DEPT_STORE | RESTAURANT,2,2,0,1,True
MCH5038,1,"din, som and bahl",PHARMACIES,PARTNERSHIP,ACTIVE,,LUCKNOW,UTTAR_PRADESH,1056.12,ACTIVE,PHARMACIES,1,1,1,0,False
MCH5040,4,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1360.4699999999998,ACTIVE,GARMENTS | GROCERY_STORES | TELECOM | TRANSPRT,1,4,0,0,True
MCH5042,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,7011,MULTIPLE_VALUES,MULTIPLE_VALUES,3524.4,ACTIVE,HOSPITALITY | PHARMACIES,1,2,1,0,True
MCH5043,1,"Chakraborty, Gour and Kothari",TRAVEL,PRIVATE_LIMITED,INACTIVE,4131,CALCUTTA,WEST_BENGAL,614.63,INACTIVE,TRAVEL,1,1,0,0,False
MCH5044,1,Mahajan-Narasimhan,BOOK_STORE,INDIVIDUAL,ACTIVE,,CHENNAI,TAMIL_NADU,1148.0,ACTIVE,BOOK_STORE,1,1,1,0,False
MCH5045,1,More-Doctor,DEPT_STORE,INDIVIDUAL,SUSPENDED,,BANGALORE,KARNATAKA,145.75,SUSPENDED,DEPT_STORE,1,1,1,1,False
MCH5050,1,Subramanian-Dua,BOOK_STORE,PARTNERSHIP,ACTIVE,5942,PUNE,MAHARASHTRA,1506.0,ACTIVE,BOOK_STORE,1,1,0,0,False
MCH5052,1,Pillay-Bora,RETAIL_OTHER,PARTNERSHIP,ACTIVE,,HYDERABAD,TELANGANA,1127.0,ACTIVE,RETAIL_OTHER,1,1,1,0,False
MCH5054,1,"Kara, Mandal and Mitra",EATING_PLACE,SOLE_PROPRIETOR,SUSPENDED,5812,KOLKATA,WEST_BENGAL,5895.31,SUSPENDED,EATING_PLACE,1,1,0,1,False
MCH5055,1,Aggarwal-Doctor,MEDICAL,PRIVATE_LIMITED,ACTIVE,05912,HYDERABAD,TELANGANA,3805.08,ACTIVE,MEDICAL,1,1,1,0,False
MCH5056,1,subramaniam plc,GROCERY_STORE,PARTNERSHIP,SUSPENDED,05411,BLR,KARNATAKA,473.92,SUSPENDED,GROCERY_STORE,1,1,1,1,False
MCH5061,1,Natarajan Inc,CLOTHS,SOLE_PROPRIETOR,ACTIVE,05699,LDH,PUNJAB,1265.19,ACTIVE,CLOTHS,1,1,1,0,False
MCH5064,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1526.385,ACTIVE | INACTIVE,CLOTHS | RESTAURANT,2,2,0,0,True
MCH5067,1,Mangat-Pant,TELECOM,INDIVIDUAL,ACTIVE,4814,POONA,MAHARASHTRA,1263.65,ACTIVE,TELECOM,1,1,0,0,False
MCH5070,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,5999,MULTIPLE_VALUES,MULTIPLE_VALUES,6368.32,ACTIVE,MOBILE_RECHARGE | RETAIL_OTHER,1,2,1,0,True
MCH5072,1,Shroff-Sangha,RETAIL_OTHER,PRIVATE_LIMITED,ACTIVE,5999,JAIPUR,RAJASTHAN,3955.29,ACTIVE,RETAIL_OTHER,1,1,0,0,False
MCH5077,1,"Chauhan, Thakur and Chacko",GROCERIES,INDIVIDUAL,INACTIVE,05411,JPR,RAJASTHAN,250.88,INACTIVE,GROCERIES,1,1,1,0,False
MCH5079,1,Ramaswamy-Trivedi,DEPT_STORE,PRIVATE_LIMITED,SUSPENDED,05311,BLR,KARNATAKA,549.02,SUSPENDED,DEPT_STORE,1,1,1,1,False
MCH5080,1,"Shere, Jha and Sarma",MEDICAL,SOLE_PROPRIETOR,ACTIVE,5912,CALCUTTA,WEST_BENGAL,2711.51,ACTIVE,MEDICAL,1,1,0,0,False
MCH5081,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,746.7,ACTIVE,MEDICAL | STATIONERY,1,2,0,0,True
MCH5084,1,Doshi LLC,BOOKS_STATIONERY,INDIVIDUAL,ACTIVE,5942,JALANDHAR,PUNJAB,182.0,ACTIVE,BOOKS_STATIONERY,1,1,0,0,False
MCH5086,1,Balan LLC,OTHER,PRIVATE_LIMITED,ACTIVE,5999,AMRITSAR,PUNJAB,575.58,ACTIVE,OTHER,1,1,0,0,False
MCH5089,1,Korpal-Parmer,RETAIL,PRIVATE_LIMITED,ACTIVE,05311,JAIPUR,RAJASTHAN,3730.0,ACTIVE,RETAIL,1,1,1,0,False
MCH5090,1,Chacko-Dora,GROCERY,SOLE_PROPRIETOR,ACTIVE,5411,HYDERABAD,TELANGANA,,ACTIVE,GROCERY,1,1,0,0,False
MCH5091,1,Rau-Ratta,EATING_PLACE,PARTNERSHIP,ACTIVE,5812,CALCUTTA,WEST_BENGAL,755.0,ACTIVE,EATING_PLACE,1,1,0,0,False
MCH5092,1,Dubey-Gade,TELECOM,PARTNERSHIP,ACTIVE,4814,KOLKATA,WEST_BENGAL,730.73,ACTIVE,TELECOM,1,1,0,0,False
MCH5093,1,Khatri-Kata,GROCERY_STORE,PARTNERSHIP,INACTIVE,5411,JPR,RAJASTHAN,1344.37,INACTIVE,GROCERY_STORE,1,1,0,0,False
MCH5097,1,SATHE INC,DEPARTMENT_STORE,SOLE_PROPRIETOR,ACTIVE,5311,JAIPUR,RAJASTHAN,997.33,ACTIVE,DEPARTMENT_STORE,1,1,0,0,False
MCH5100,2,Garde-Mody,GROCERY_STORE,SOLE_PROPRIETOR,ACTIVE,,HYDERABAD,TELANGANA,347.68,ACTIVE,GROCERY_STORE,1,1,2,0,False
MCH5103,1,"MORAR, KANNAN AND PUROHIT",HOTEL,INDIVIDUAL,SUSPENDED,7011,LKO,UTTAR_PRADESH,,SUSPENDED,HOTEL,1,1,0,1,False
MCH5106,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,JALANDHAR,PUNJAB,1059.355,ACTIVE,CHEMIST | STATIONERY,1,2,1,0,True
MCH5108,2,MULTIPLE_VALUES,MULTIPLE_VALUES,PRIVATE_LIMITED,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1054.85,ACTIVE,GROCERIES | HOTELS,1,2,0,0,True
MCH5110,3,MULTIPLE_VALUES,MULTIPLE_VALUES,PRIVATE_LIMITED,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,478.0,ACTIVE | INACTIVE,BOOK_STORE | DEPT_STORE | MISC_RETAIL,2,3,0,0,True
MCH5111,1,Ramachandran Group,DEPARTMENT_STORES,PRIVATE_LIMITED,ACTIVE,,LUDHIANA,PUNJAB,541.94,ACTIVE,DEPARTMENT_STORES,1,1,1,0,False
MCH5112,3,MULTIPLE_VALUES,MULTIPLE_VALUES,PRIVATE_LIMITED,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,669.14,ACTIVE | INACTIVE,DEPARTMENT_STORE | RETAIL | TRANSPORTATION,2,3,0,0,True
MCH5113,1,Mani-Buch,CLOTHS,PARTNERSHIP,ACTIVE,5699,PUNE,MAHARASHTRA,2132.66,ACTIVE,CLOTHS,1,1,0,0,False
MCH5114,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1143.5,ACTIVE,CHEMIST | KIRANA,1,2,2,0,True
MCH5117,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,412.17,ACTIVE | SUSPENDED,DEPARTMENT_STORE | HOTEL,2,2,0,1,True
MCH5119,1,Raghavan-Shere,FOOD,SOLE_PROPRIETOR,ACTIVE,05812,CHENNAI,TAMIL_NADU,1149.0,ACTIVE,FOOD,1,1,1,0,False
MCH5121,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,PUNJAB,3081.16,ACTIVE,EATING_PLACE | TRANSPRT,1,2,0,0,True
MCH5122,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,957.5,ACTIVE,CLOTHS | GARMENTS | RESTAURANTS,1,3,2,0,True
MCH5125,1,Dave and Sons,FOOD_SERVICES,PRIVATE_LIMITED,ACTIVE,5812,LDH,PUNJAB,838.15,ACTIVE,FOOD_SERVICES,1,1,0,0,False
MCH5127,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1249.795,ACTIVE,APPAREL | HOSPITALITY,1,2,1,0,True
MCH5129,2,MULTIPLE_VALUES,MULTIPLE_VALUES,SOLE_PROPRIETOR,ACTIVE,MULTIPLE_VALUES,CHENNAI,TAMIL_NADU,3188.81,ACTIVE,PHARMACY | TRANSPORT,1,2,0,0,True
MCH5133,1,sawhney group,GROCERY_STORE,INDIVIDUAL,ACTIVE,MISC,HYDERABAD,TELANGANA,1388.77,ACTIVE,GROCERY_STORE,1,1,1,0,False
MCH5135,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,974.265,ACTIVE,APPAREL | BOOKS,1,2,0,0,True
MCH5136,1,Thakur and Sons,BUS_TAXI,SOLE_PROPRIETOR,SUSPENDED,4131,JAIPUR,RAJASTHAN,2681.3,SUSPENDED,BUS_TAXI,1,1,0,1,False
MCH5137,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,592.86,ACTIVE | SUSPENDED,TELECOM | TRANSPORTATION,2,2,0,1,True
MCH5141,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,4814,MULTIPLE_VALUES,MULTIPLE_VALUES,1382.46,ACTIVE | INACTIVE,APPAREL | TELECOM,2,2,1,0,True
MCH5144,1,Johal Ltd,HOTEL_LODGING,SOLE_PROPRIETOR,INACTIVE,7011,JALANDAR,PUNJAB,490.7,INACTIVE,HOTEL_LODGING,1,1,0,0,False
MCH5146,1,Wadhwa-Swamy,DEPARTMENT_STORES,PARTNERSHIP,ACTIVE,05311,JALANDHAR,PUNJAB,,ACTIVE,DEPARTMENT_STORES,1,1,1,0,False
MCH5147,1,"Rao, Mahal and Wable",OTHER,PRIVATE_LIMITED,ACTIVE,5999,JALANDAR,PUNJAB,687.0,ACTIVE,OTHER,1,1,0,0,False
MCH5148,1,"Bose, Ranganathan and Bose",KIRANA,INDIVIDUAL,ACTIVE,5411,AMRITSAR,PUNJAB,,ACTIVE,KIRANA,1,1,0,0,False
MCH5151,1,Sachar-Lad,TRAVEL,PARTNERSHIP,ACTIVE,4131,MUMBAI,MAHARASHTRA,703.87,ACTIVE,TRAVEL,1,1,0,0,False
MCH5154,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1206.43,ACTIVE,CHEMIST | MISC_RETAIL | PHONE_SERVICE,1,3,1,0,True
MCH5156,1,"Bumb, Buch and R0ut",HOTEL_LODGING,PRIVATE_LIMITED,ACTIVE,7011,MUMBAI,MAHARASHTRA,1483.33,ACTIVE,HOTEL_LODGING,1,1,0,0,False
MCH5159,1,"Boase, Nadkarni and Kala",BUS_TAXI,PRIVATE_LIMITED,ACTIVE,4131,JPR,RAJASTHAN,214.1,ACTIVE,BUS_TAXI,1,1,0,0,False
MCH5160,1,subramanian inc,HOTEL,PARTNERSHIP,ACTIVE,7011,AMRITSAR,PUNJAB,1435.76,ACTIVE,HOTEL,1,1,0,0,False
MCH5162,1,Srinivas-Sule,RETAIL,INDIVIDUAL,ACTIVE,5311,JAIPUR,RAJASTHAN,1145.33,ACTIVE,RETAIL,1,1,0,0,False
MCH5163,1,"Pandit, Lad and V0ra",MOBILE_RECHARGE,INDIVIDUAL,ACTIVE,4814,KOLKATA,WEST_BENGAL,1014.92,ACTIVE,MOBILE_RECHARGE,1,1,0,0,False
MCH5164,1,"Yohannan,SahniandBasak",DEPARTMENT_STORE,INDIVIDUAL,INACTIVE,,MUMBAY,MAHARASHTRA,830.61,INACTIVE,DEPARTMENT_STORE,1,1,1,0,False
MCH5166,2,MULTIPLE_VALUES,MULTIPLE_VALUES,INDIVIDUAL,MULTIPLE_VALUES,4814,MULTIPLE_VALUES,MULTIPLE_VALUES,1467.0500000000002,ACTIVE | INACTIVE,GROCERY | MOBILE_RECHARGE,2,2,1,0,True
