user_id,kyc_record_count,kyc_status_values,kyc_status_count,risk_segment_values,risk_segment_count,rejected_kyc_records,high_risk_kyc_records,pending_kyc_records,median_monthly_income,city_values,occupation_values,invalid_pan_records,invalid_aadhaar_records,latest_kyc_status,latest_risk_segment,latest_signup_timestamp,profile_inconsistency_flag
USR63366,1,VERIFIED,1,MEDIUM,1,0,0,0,13709.0,JALANDHAR,SALARIED,0,0,VERIFIED,MEDIUM,,False
USR63372,1,VERIFIED,1,MEDIUM,1,0,0,0,14121.0,AMRITSAR,STUDENT,0,1,VERIFIED,MEDIUM,2026-02-01 01:14:26,False
USR63373,1,VERIFIED,1,LOW,1,0,0,0,,CHENNAI,FREELANCER,0,0,VERIFIED,LOW,,False
USR63377,1,VERIFIED,1,MEDIUM,1,0,0,0,,DELHI,SALARIED,0,0,VERIFIED,MEDIUM,2025-02-21 00:00:00,False
USR63379,2,PENDING | VERIFIED,2,HIGH,1,0,2,1,157701.0,ASR,RETIRED,0,0,PENDING,HIGH,2025-11-23 00:00:00,True
USR63381,2,VERIFIED,1,LOW | MEDIUM,2,0,0,0,30851.0,ASR | JAIPUR,GIG_WORKER | STUDENT,0,0,VERIFIED,MEDIUM,2025-01-16 00:00:00,True
USR63382,2,REJECTED | VERIFIED,2,LOW,1,1,0,0,16414.0,CHENNAI | MUMBAI,FARMER | SALARIED,0,1,VERIFIED,LOW,2024-06-23 00:00:00,True
USR63383,2,REJECTED | VERIFIED,2,MEDIUM,1,1,0,0,,LUDHIANA,UNEMPLOYED,2,0,REJECTED,MEDIUM,2026-03-18 00:00:00,True
USR63397,1,PENDING,1,MEDIUM,1,0,0,1,49513.0,LUDHIANA,UNEMPLOYED,1,0,PENDING,MEDIUM,2024-01-07 00:00:00,False
USR63399,1,VERIFIED,1,LOW,1,0,0,0,,JAIPUR,BUSINESS_OWNER,0,0,VERIFIED,LOW,2024-07-22 03:45:30,False
USR63400,1,VERIFIED,1,MEDIUM,1,0,0,0,21.6,POONA,RETIRED,0,0,VERIFIED,MEDIUM,2025-08-17 00:00:00,False
USR63408,2,PENDING | REJECTED,2,HIGH | LOW,2,1,1,1,6759.75,BENGALURU | JAIPUR,FARMER | FREELANCER,0,0,REJECTED,LOW,2025-07-08 18:05:32,True
USR63410,2,PENDING | VERIFIED,2,LOW,1,0,0,1,58053.0,CHENNAI | HYDERABAD,FARMER | SELF_EMPLOYED,0,2,VERIFIED,LOW,2024-04-01 23:48:02,True
USR63414,1,VERIFIED,1,MEDIUM,1,0,0,0,17878.0,JAIPUR,UNEMPLOYED,0,0,VERIFIED,MEDIUM,2025-04-21 16:57:00,False
USR63415,1,VERIFIED,1,LOW,1,0,0,0,25644.0,JALANDHAR,UNEMPLOYED,0,1,VERIFIED,LOW,2026-03-20 00:00:00,False
USR63417,1,VERIFIED,1,UNKNOWN,1,0,0,0,24209.0,NEW_DELHI,GIG_WORKER,1,0,VERIFIED,UNKNOWN,,False
USR63419,1,VERIFIED,1,MEDIUM,1,0,0,0,,ASR,SALARIED,0,0,VERIFIED,MEDIUM,2025-04-10 00:00:00,False
USR63423,1,VERIFIED,1,LOW,1,0,0,0,29331.0,HYDERABAD,UNEMPLOYED,0,1,VERIFIED,LOW,2024-10-30 00:00:00,False
USR63427,2,VERIFIED,1,HIGH | LOW,2,0,1,0,10597.0,BENGALURU | CHENNAI,SALARIED,0,1,VERIFIED,HIGH,2026-02-12 00:00:00,True
USR63430,1,VERIFIED,1,MEDIUM,1,0,0,0,14.0,POONA,RETIRED,0,0,VERIFIED,MEDIUM,,False
USR63431,1,VERIFIED,1,LOW,1,0,0,0,39476.0,LDH,UNEMPLOYED,0,0,VERIFIED,LOW,2025-03-15 23:46:26,False
USR63432,1,VERIFIED,1,UNKNOWN,1,0,0,0,23045.0,CALCUTTA,STUDENT,0,0,VERIFIED,UNKNOWN,2026-03-31 05:02:03,False
USR63437,1,VERIFIED,1,LOW,1,0,0,0,33860.0,PUNE,SALARIED,0,0,VERIFIED,LOW,,False
USR63438,1,REJECTED,1,UNKNOWN,1,1,0,0,42325.0,POONA,STUDENT,1,0,REJECTED,UNKNOWN,2025-12-17 00:00:00,False
USR63440,4,REJECTED | VERIFIED,2,LOW | MEDIUM,2,1,0,0,37591.0,DELHI | LUCKNOW | MUMBAI | MUMBAY,FARMER | RETIRED | SELF_EMPLOYED,1,1,REJECTED,MEDIUM,2026-03-31 00:00:00,True
USR63441,1,REJECTED,1,UNKNOWN,1,1,0,0,39776.0,DELHI,BUSINESS_OWNER,0,0,REJECTED,UNKNOWN,2024-08-11 18:54:39,False
USR63443,1,VERIFIED,1,LOW,1,0,0,0,22835.0,JALANDAR,SALARIED,0,1,VERIFIED,LOW,2024-04-05 00:00:00,False
USR63444,3,PENDING | VERIFIED,2,HIGH | LOW,2,0,1,1,26474.0,AMRITSAR | CHENNAI | DILLI,FREELANCER | SELF_EMPLOYED,1,1,VERIFIED,LOW,2025-02-15 00:00:00,True
USR63450,1,VERIFIED,1,HIGH,1,0,1,0,24344.0,JALANDAR,SALARIED,0,0,VERIFIED,HIGH,2025-01-16 05:27:54,False
USR63451,1,VERIFIED,1,LOW,1,0,0,0,,DELHI,SALARIED,0,0,VERIFIED,LOW,,False
USR63455,1,VERIFIED,1,MEDIUM,1,0,0,0,,MUMBAI,UNEMPLOYED,0,1,VERIFIED,MEDIUM,2024-10-13 00:11:26,False
USR63457,1,VERIFIED,1,UNKNOWN,1,0,0,0,41.1,KOLKATA,GIG_WORKER,0,0,VERIFIED,UNKNOWN,2025-11-23 00:00:00,False
USR63460,1,VERIFIED,1,HIGH,1,0,1,0,12254.0,BLR,SELF_EMPLOYED,0,1,VERIFIED,HIGH,2025-05-25 12:00:19,False
USR63464,1,VERIFIED,1,LOW,1,0,0,0,51980.0,PUNE,SELF_EMPLOYED,0,0,VERIFIED,LOW,,False
USR63468,1,VERIFIED,1,LOW,1,0,0,0,,LUDHIANA,SALARIED,0,0,VERIFIED,LOW,2024-10-22 08:50:15,False
USR63469,1,VERIFIED,1,LOW,1,0,0,0,24320.0,JALANDAR,STUDENT,0,0,VERIFIED,LOW,2024-05-18 18:21:16,False
USR63476,1,VERIFIED,1,LOW,1,0,0,0,11.9,HYDERABAD,GIG_WORKER,0,1,VERIFIED,LOW,2025-11-27 11:35:34,False
USR63478,1,VERIFIED,1,HIGH,1,0,1,0,,KOLKATA,FARMER,0,0,VERIFIED,HIGH,2025-08-22 00:00:00,False
USR63484,2,PENDING | VERIFIED,2,MEDIUM | UNKNOWN,2,0,0,1,22227.5,BLR | PUNE,FARMER | UNEMPLOYED,1,1,PENDING,MEDIUM,2024-12-15 00:00:00,True
USR63487,1,VERIFIED,1,LOW,1,0,0,0,118833.0,CHENNAI,SALARIED,0,0,VERIFIED,LOW,2024-08-01 01:20:09,False
USR63489,1,VERIFIED,1,LOW,1,0,0,0,109133.0,JAIPUR,FARMER,0,0,VERIFIED,LOW,2024-12-07 12:08:26,False
USR63491,1,VERIFIED,1,LOW,1,0,0,0,42963.0,ASR,SELF_EMPLOYED,0,1,VERIFIED,LOW,2024-06-19 06:49:00,False
USR63492,1,VERIFIED,1,LOW,1,0,0,0,,JAIPUR,FREELANCER,0,0,VERIFIED,LOW,2024-10-04 20:40:40,False
USR63497,1,VERIFIED,1,MEDIUM,1,0,0,0,134.3,PUNE,FREELANCER,1,0,VERIFIED,MEDIUM,2025-10-27 00:00:00,False
USR63500,1,VERIFIED,1,LOW,1,0,0,0,102165.0,JALANDHAR,UNEMPLOYED,0,0,VERIFIED,LOW,2026-02-17 00:00:00,False
USR63502,2,PENDING | VERIFIED,2,LOW,1,0,0,1,32935.0,KOLKATA | MUMBAI,STUDENT | UNEMPLOYED,0,0,VERIFIED,LOW,2024-12-18 15:23:43,True
USR63503,1,VERIFIED,1,LOW,1,0,0,0,27079.0,JALANDAR,RETIRED,0,0,VERIFIED,LOW,2024-05-23 00:00:00,False
USR63505,2,REJECTED | VERIFIED,2,LOW | MEDIUM,2,1,0,0,20495.5,DELHI | JAIPUR,GIG_WORKER | SALARIED,1,0,VERIFIED,MEDIUM,2026-03-25 00:00:00,True
USR63510,1,PENDING,1,MEDIUM,1,0,0,1,,HYDERABAD,UNEMPLOYED,0,0,PENDING,MEDIUM,2024-11-27 00:00:00,False
USR63511,1,VERIFIED,1,LOW,1,0,0,0,50.2,MADRAS,FARMER,0,0,VERIFIED,LOW,2025-07-13 00:00:00,False
USR63512,1,VERIFIED,1,LOW,1,0,0,0,24046.0,NEW_DELHI,SALARIED,0,1,VERIFIED,LOW,2025-12-25 00:00:00,False
USR63514,1,REJECTED,1,LOW,1,1,0,0,25912.0,MUMBAY,BUSINESS_OWNER,1,0,REJECTED,LOW,2024-08-29 17:14:30,False
USR63518,1,PENDING,1,LOW,1,0,0,1,36202.0,DELHI,BUSINESS_OWNER,0,1,PENDING,LOW,2024-06-09 00:00:00,False
USR63524,1,PENDING,1,LOW,1,0,0,1,28380.0,POONA,SELF_EMPLOYED,1,0,PENDING,LOW,2025-02-11 00:00:00,False
USR63526,1,PENDING,1,LOW,1,0,0,1,,PUNE,STUDENT,0,1,PENDING,LOW,2025-06-24 00:00:00,False
USR63527,1,VERIFIED,1,LOW,1,0,0,0,18515.0,CHENNAI,SELF_EMPLOYED,1,0,VERIFIED,LOW,2024-10-24 00:00:00,False
USR63529,2,PENDING | REJECTED,2,LOW | MEDIUM,2,1,0,1,17949.5,BOMBAY | HYD,FARMER | FREELANCER,1,0,REJECTED,MEDIUM,2025-06-29 22:25:29,True
USR63531,1,VERIFIED,1,MEDIUM,1,0,0,0,39408.0,LUCKNOW,FREELANCER,0,1,VERIFIED,MEDIUM,,False
USR63534,1,PENDING,1,UNKNOWN,1,0,0,1,36356.0,JALANDHAR,GIG_WORKER,0,0,PENDING,UNKNOWN,,False
USR63541,1,VERIFIED,1,LOW,1,0,0,0,17803.0,KOLKATA,FARMER,0,0,VERIFIED,LOW,2024-02-29 00:00:00,False
USR63542,1,VERIFIED,1,MEDIUM,1,0,0,0,65717.0,MUMBAI,SALARIED,0,0,VERIFIED,MEDIUM,2025-12-23 00:23:28,False
USR63546,1,VERIFIED,1,LOW,1,0,0,0,12461.0,MADRAS,RETIRED,0,0,VERIFIED,LOW,2026-01-14 00:00:00,False
USR63554,1,VERIFIED,1,MEDIUM,1,0,0,0,34167.0,BANGALORE,UNEMPLOYED,0,0,VERIFIED,MEDIUM,2024-08-04 00:00:00,False
USR63556,1,VERIFIED,1,MEDIUM,1,0,0,0,20383.0,POONA,BUSINESS_OWNER,0,0,VERIFIED,MEDIUM,2025-03-04 00:00:00,False
USR63560,1,VERIFIED,1,MEDIUM,1,0,0,0,16073.0,LUCKNOW,FARMER,0,1,VERIFIED,MEDIUM,,False
USR63561,1,VERIFIED,1,LOW,1,0,0,0,83093.0,JPR,RETIRED,0,0,VERIFIED,LOW,2025-05-31 11:47:43,False
USR63563,1,VERIFIED,1,HIGH,1,0,1,0,37632.0,LUCKNOW,FARMER,0,0,VERIFIED,HIGH,2025-09-15 00:00:00,False
USR63566,1,VERIFIED,1,LOW,1,0,0,0,,HYDERABAD,UNEMPLOYED,0,0,VERIFIED,LOW,2026-01-13 21:55:45,False
USR63567,2,VERIFIED,1,LOW,1,0,0,0,21538.0,LUCKNOW | MUMBAI,BUSINESS_OWNER | GIG_WORKER,0,0,VERIFIED,LOW,2025-09-26 03:50:12,False
USR63568,1,VERIFIED,1,LOW,1,0,0,0,27477.0,LDH,FARMER,0,0,VERIFIED,LOW,,False
USR63571,1,VERIFIED,1,MEDIUM,1,0,0,0,17657.0,LUDHIANA,GIG_WORKER,0,1,VERIFIED,MEDIUM,2024-09-30 00:00:00,False
USR63577,1,VERIFIED,1,LOW,1,0,0,0,29832.0,LUCKNOW,BUSINESS_OWNER,0,0,VERIFIED,LOW,,False
USR63580,1,VERIFIED,1,LOW,1,0,0,0,29431.0,BLR,UNEMPLOYED,0,0,VERIFIED,LOW,2025-06-18 20:29:00,False
USR63585,1,VERIFIED,1,LOW,1,0,0,0,9377.0,KOLKATA,SELF_EMPLOYED,0,0,VERIFIED,LOW,,False
USR63587,2,VERIFIED,1,LOW,1,0,0,0,18097.5,HYDERABAD | LUCKNOW,FREELANCER | GIG_WORKER,1,0,VERIFIED,LOW,2024-05-19 00:00:00,False
USR63588,1,VERIFIED,1,LOW,1,0,0,0,11515.0,MUMBAI,GIG_WORKER,0,1,VERIFIED,LOW,2025-03-26 07:40:00,False
USR63589,1,VERIFIED,1,LOW,1,0,0,0,28052.0,POONA,STUDENT,0,0,VERIFIED,LOW,2024-03-24 07:41:00,False
USR63590,1,PENDING,1,LOW,1,0,0,1,42.5,LUCKNOW,UNEMPLOYED,0,1,PENDING,LOW,2025-07-26 00:00:00,False
USR63593,1,PENDING,1,LOW,1,0,0,1,26589.0,JALANDAR,BUSINESS_OWNER,0,1,PENDING,LOW,2024-11-08 00:00:00,False
USR63597,1,REJECTED,1,MEDIUM,1,1,0,0,,LUDHIANA,STUDENT,0,0,REJECTED,MEDIUM,2024-11-28 00:00:00,False
USR63598,1,PENDING,1,MEDIUM,1,0,0,1,21252.0,PUNE,GIG_WORKER,0,0,PENDING,MEDIUM,,False
USR63601,1,VERIFIED,1,MEDIUM,1,0,0,0,18716.0,DELHI,UNEMPLOYED,0,0,VERIFIED,MEDIUM,2024-02-12 00:00:00,False
USR63603,3,REJECTED | VERIFIED,2,LOW | MEDIUM,2,1,0,0,32552.5,ASR | BOMBAY | JPR,GIG_WORKER | RETIRED | SALARIED,1,0,REJECTED,LOW,2025-07-20 00:00:00,True
USR63604,2,PENDING | VERIFIED,2,LOW | UNKNOWN,2,0,0,1,22852.0,BENGALURU | CHENNAI,FARMER | UNEMPLOYED,0,2,VERIFIED,LOW,2024-12-07 15:34:13,True
USR63606,2,VERIFIED,1,LOW,1,0,0,0,33.3,JPR | KOLKATA,BUSINESS_OWNER | UNEMPLOYED,0,0,VERIFIED,LOW,2024-07-04 19:51:36,False
USR63608,1,VERIFIED,1,MEDIUM,1,0,0,0,,LDH,UNEMPLOYED,0,0,VERIFIED,MEDIUM,2024-02-22 00:00:00,False
USR63610,2,VERIFIED,1,LOW,1,0,0,0,29894.35,CHENNAI | PUNE,FREELANCER | GIG_WORKER,0,1,VERIFIED,LOW,2024-08-08 02:23:48,False
USR63612,1,VERIFIED,1,MEDIUM,1,0,0,0,37988.0,CHENNAI,SELF_EMPLOYED,1,0,VERIFIED,MEDIUM,,False
USR63615,2,PENDING | VERIFIED,2,HIGH,1,0,2,1,,LDH,SALARIED,0,0,PENDING,HIGH,2026-02-27 00:00:00,True
USR63620,1,VERIFIED,1,LOW,1,0,0,0,17958.0,MADRAS,STUDENT,0,0,VERIFIED,LOW,2025-03-17 08:44:00,False
USR63622,1,VERIFIED,1,HIGH,1,0,1,0,26.6,LUDHIANA,BUSINESS_OWNER,0,0,VERIFIED,HIGH,2025-06-05 23:51:34,False
USR63624,1,VERIFIED,1,MEDIUM,1,0,0,0,25700.0,MUMBAI,SELF_EMPLOYED,0,0,VERIFIED,MEDIUM,2024-10-23 00:00:00,False
USR63626,1,VERIFIED,1,HIGH,1,0,1,0,,MUMBAI,FARMER,0,0,VERIFIED,HIGH,2025-03-31 22:11:10,False
USR63632,1,PENDING,1,HIGH,1,0,1,1,34606.0,HYDERABAD,STUDENT,0,0,PENDING,HIGH,,False
USR63637,1,VERIFIED,1,UNKNOWN,1,0,0,0,30379.0,JAIPUR,GIG_WORKER,0,0,VERIFIED,UNKNOWN,,False
USR63638,1,REJECTED,1,UNKNOWN,1,1,0,0,19675.0,AMRITSAR,GIG_WORKER,0,0,REJECTED,UNKNOWN,,False
USR63643,1,VERIFIED,1,LOW,1,0,0,0,34196.0,AMRITSAR,SELF_EMPLOYED,0,1,VERIFIED,LOW,2026-01-18 13:12:35,False
USR63652,1,VERIFIED,1,MEDIUM,1,0,0,0,15072.0,BOMBAY,FREELANCER,0,0,VERIFIED,MEDIUM,2024-08-29 00:36:38,False
USR63653,2,VERIFIED,1,LOW | MEDIUM,2,0,0,0,19490.0,LUCKNOW | PUNE,FREELANCER | STUDENT,0,1,VERIFIED,LOW,,True
USR63661,1,VERIFIED,1,LOW,1,0,0,0,16842.0,DELHI,FREELANCER,1,0,VERIFIED,LOW,2024-06-14 08:48:59,False
USR63662,1,VERIFIED,1,MEDIUM,1,0,0,0,35041.0,JALANDHAR,UNEMPLOYED,0,0,VERIFIED,MEDIUM,2024-08-15 00:00:00,False
USR63663,1,VERIFIED,1,LOW,1,0,0,0,20690.0,HYDERABAD,SALARIED,0,0,VERIFIED,LOW,2024-11-21 13:52:47,False
USR63665,1,VERIFIED,1,LOW,1,0,0,0,,BENGALURU,BUSINESS_OWNER,0,1,VERIFIED,LOW,2024-07-08 16:40:16,False
USR63668,2,REJECTED | VERIFIED,2,LOW,1,1,0,0,32334.0,BENGALURU,FREELANCER,0,0,VERIFIED,LOW,2025-01-28 00:00:00,True
USR63669,2,VERIFIED,1,HIGH | LOW,2,0,1,0,28901.5,DILLI | LUCKNOW,BUSINESS_OWNER | FARMER,1,1,VERIFIED,LOW,2025-02-08 22:14:02,True
USR63671,2,REJECTED | VERIFIED,2,LOW,1,1,0,0,33584.0,KOLKATA,SALARIED,0,0,VERIFIED,LOW,2025-04-30 00:00:00,True
USR63675,1,VERIFIED,1,LOW,1,0,0,0,,DILLI,SELF_EMPLOYED,0,1,VERIFIED,LOW,2025-06-19 22:50:00,False
USR63679,1,VERIFIED,1,LOW,1,0,0,0,17256.0,DELHI,FARMER,0,0,VERIFIED,LOW,2024-12-21 15:33:00,False
USR63681,2,VERIFIED,1,HIGH | MEDIUM,2,0,1,0,36712.5,LUCKNOW | MUMBAI,SELF_EMPLOYED | STUDENT,1,0,VERIFIED,HIGH,2026-01-05 00:00:00,True
USR63684,1,VERIFIED,1,LOW,1,0,0,0,39085.0,JALANDHAR,FREELANCER,0,0,VERIFIED,LOW,2025-11-30 20:37:22,False
USR63686,1,PENDING,1,LOW,1,0,0,1,,JALANDAR,STUDENT,0,0,PENDING,LOW,2025-06-18 10:34:00,False
USR63688,2,VERIFIED,1,LOW | MEDIUM,2,0,0,0,32915.5,BANGALORE | DELHI,FARMER | STUDENT,0,1,VERIFIED,LOW,2025-04-01 22:16:42,True
USR63689,1,VERIFIED,1,LOW,1,0,0,0,29573.0,MUMBAI,GIG_WORKER,0,0,VERIFIED,LOW,2024-03-13 00:00:00,False
USR63691,1,VERIFIED,1,HIGH,1,0,1,0,,JPR,FARMER,0,0,VERIFIED,HIGH,2024-01-03 09:46:17,False
USR63694,1,VERIFIED,1,LOW,1,0,0,0,29491.0,DELHI,FREELANCER,0,0,VERIFIED,LOW,,False
USR63697,1,VERIFIED,1,HIGH,1,0,1,0,53539.0,MUMBAY,FARMER,1,0,VERIFIED,HIGH,2024-12-19 00:00:00,False
USR63710,1,VERIFIED,1,LOW,1,0,0,0,33595.0,AMRITSAR,SALARIED,0,0,VERIFIED,LOW,2025-02-08 00:00:00,False
USR63713,1,VERIFIED,1,MEDIUM,1,0,0,0,22528.0,DELHI,SELF_EMPLOYED,0,1,VERIFIED,MEDIUM,2025-10-01 00:00:00,False
USR63714,1,VERIFIED,1,MEDIUM,1,0,0,0,15357.0,LUDHIANA,BUSINESS_OWNER,0,0,VERIFIED,MEDIUM,2025-09-30 18:34:44,False
USR63716,1,VERIFIED,1,MEDIUM,1,0,0,0,30189.0,LUCKNOW,FREELANCER,1,1,VERIFIED,MEDIUM,,False
USR63718,1,VERIFIED,1,MEDIUM,1,0,0,0,29772.0,MUMBAY,UNEMPLOYED,0,0,VERIFIED,MEDIUM,2025-08-14 00:00:00,False
USR63719,1,PENDING,1,MEDIUM,1,0,0,1,,JAIPUR,BUSINESS_OWNER,1,1,PENDING,MEDIUM,2025-08-24 10:28:55,False
USR63721,1,PENDING,1,HIGH,1,0,1,1,9985.0,CHENNAI,STUDENT,0,0,PENDING,HIGH,,False
USR63723,2,REJECTED | VERIFIED,2,LOW,1,1,0,0,,BLR | DILLI,GIG_WORKER | SELF_EMPLOYED,0,0,REJECTED,LOW,2025-01-22 00:00:00,True
USR63725,1,REJECTED,1,LOW,1,1,0,0,63588.0,HYD,FREELANCER,1,1,REJECTED,LOW,2025-11-21 00:00:00,False
USR63729,2,VERIFIED,1,LOW,1,0,0,0,31600.5,BLR | LUCKNOW,FREELANCER | SALARIED,1,0,VERIFIED,LOW,,False
USR63730,1,VERIFIED,1,LOW,1,0,0,0,,JPR,UNEMPLOYED,0,1,VERIFIED,LOW,,False
USR63731,2,PENDING | VERIFIED,2,LOW | MEDIUM,2,0,0,1,46271.0,CHENNAI | LUDHIANA,FARMER | UNEMPLOYED,0,0,PENDING,MEDIUM,2025-12-31 00:00:00,True
USR63732,2,VERIFIED,1,LOW | MEDIUM,2,0,0,0,26634.0,KOLKATA,FREELANCER | STUDENT,0,2,VERIFIED,LOW,2025-06-18 00:00:00,True
USR63734,1,VERIFIED,1,MEDIUM,1,0,0,0,16573.0,DELHI,SALARIED,0,1,VERIFIED,MEDIUM,2024-01-10 00:00:00,False
USR63736,1,VERIFIED,1,LOW,1,0,0,0,19540.0,CHENNAI,STUDENT,0,0,VERIFIED,LOW,2024-10-16 11:36:00,False
USR63747,1,VERIFIED,1,LOW,1,0,0,0,31.0,LUDHIANA,STUDENT,0,0,VERIFIED,LOW,2024-02-07 00:00:00,False
USR63753,2,VERIFIED,1,HIGH | MEDIUM,2,0,1,0,33922.5,HYDERABAD | JAIPUR,RETIRED,0,1,VERIFIED,HIGH,,True
USR63757,2,REJECTED | VERIFIED,2,LOW,1,1,0,0,17223.0,CALCUTTA | MADRAS,GIG_WORKER | UNEMPLOYED,0,0,REJECTED,LOW,2026-01-16 16:16:43,True
USR63762,3,REJECTED | VERIFIED,2,LOW | MEDIUM,2,1,0,0,13784.0,JPR | LDH,BUSINESS_OWNER,0,1,REJECTED,MEDIUM,2026-01-15 00:00:00,True
USR63764,1,VERIFIED,1,MEDIUM,1,0,0,0,20700.0,BLR,UNEMPLOYED,0,0,VERIFIED,MEDIUM,2026-01-07 00:00:00,False
USR63765,2,REJECTED | VERIFIED,2,LOW | MEDIUM,2,1,0,0,25498.0,KOLKATA | LKO,BUSINESS_OWNER | STUDENT,0,1,REJECTED,MEDIUM,,True
USR63768,1,REJECTED,1,MEDIUM,1,1,0,0,35248.0,MADRAS,BUSINESS_OWNER,0,0,REJECTED,MEDIUM,2024-01-13 17:13:00,False
USR63776,1,VERIFIED,1,LOW,1,0,0,0,,MUMBAI,FREELANCER,0,0,VERIFIED,LOW,2024-03-01 00:00:00,False
USR63780,1,VERIFIED,1,MEDIUM,1,0,0,0,,JALANDHAR,SALARIED,0,0,VERIFIED,MEDIUM,2024-03-15 00:00:00,False
USR63781,3,VERIFIED,1,LOW | UNKNOWN,2,0,0,0,24370.0,DELHI | KOLKATA | MUMBAY,BUSINESS_OWNER | STUDENT | UNEMPLOYED,0,0,VERIFIED,UNKNOWN,2026-02-15 16:09:27,True
USR63786,1,VERIFIED,1,MEDIUM,1,0,0,0,64170.0,ASR,FARMER,0,0,VERIFIED,MEDIUM,2024-01-08 00:00:00,False
USR63789,3,VERIFIED,1,LOW | MEDIUM,2,0,0,0,17769.0,BLR | JALANDHAR | MUMBAI,FARMER | FREELANCER | SELF_EMPLOYED,3,1,VERIFIED,LOW,2025-10-21 00:00:00,True
USR63790,1,VERIFIED,1,UNKNOWN,1,0,0,0,40762.0,BLR,BUSINESS_OWNER,0,0,VERIFIED,UNKNOWN,,False
USR63794,1,VERIFIED,1,MEDIUM,1,0,0,0,12390.0,DELHI,STUDENT,0,1,VERIFIED,MEDIUM,2024-04-27 20:13:00,False
USR63798,2,REJECTED | VERIFIED,2,LOW,1,1,0,0,30653.0,CHENNAI | POONA,SELF_EMPLOYED | UNEMPLOYED,0,0,REJECTED,LOW,2025-02-13 00:00:00,True
USR63801,1,VERIFIED,1,LOW,1,0,0,0,26619.0,CHENNAI,RETIRED,0,0,VERIFIED,LOW,,False
USR63803,1,VERIFIED,1,UNKNOWN,1,0,0,0,103002.0,HYDERABAD,UNEMPLOYED,0,1,VERIFIED,UNKNOWN,2024-11-30 00:00:00,False
USR63806,1,VERIFIED,1,LOW,1,0,0,0,15545.0,KOLKATA,STUDENT,0,0,VERIFIED,LOW,2025-09-09 20:14:02,False
USR63812,1,VERIFIED,1,LOW,1,0,0,0,28237.0,CHENNAI,STUDENT,0,0,VERIFIED,LOW,,False
USR63814,1,VERIFIED,1,MEDIUM,1,0,0,0,16.6,LUDHIANA,RETIRED,0,0,VERIFIED,MEDIUM,2025-10-23 00:00:00,False
USR63815,3,REJECTED | VERIFIED,2,LOW | MEDIUM,2,1,0,0,25337.0,HYDERABAD | JALANDAR | JPR,GIG_WORKER | STUDENT | UNEMPLOYED,0,0,REJECTED,MEDIUM,2025-06-23 09:37:23,True
USR63824,2,REJECTED | VERIFIED,2,MEDIUM,1,1,0,0,38.0,HYD | HYDERABAD,BUSINESS_OWNER | UNEMPLOYED,0,0,VERIFIED,MEDIUM,2024-10-15 00:00:00,True
USR63826,2,VERIFIED,1,LOW,1,0,0,0,12640.65,AMRITSAR | LUDHIANA,RETIRED | STUDENT,1,0,VERIFIED,LOW,2024-12-01 00:00:00,False
USR63827,1,VERIFIED,1,MEDIUM,1,0,0,0,53831.0,POONA,FARMER,0,0,VERIFIED,MEDIUM,2026-03-28 23:52:03,False
USR63833,1,VERIFIED,1,LOW,1,0,0,0,13954.0,LKO,RETIRED,0,0,VERIFIED,LOW,2024-01-22 00:00:00,False
USR63847,1,VERIFIED,1,HIGH,1,0,1,0,28479.0,BLR,UNEMPLOYED,0,0,VERIFIED,HIGH,2024-02-13 00:00:00,False
USR63851,1,VERIFIED,1,LOW,1,0,0,0,22664.0,CHENNAI,FARMER,0,1,VERIFIED,LOW,,False
USR63858,1,VERIFIED,1,MEDIUM,1,0,0,0,,DELHI,FREELANCER,0,0,VERIFIED,MEDIUM,2025-03-09 00:00:00,False
USR63863,2,VERIFIED,1,LOW | MEDIUM,2,0,0,0,,HYDERABAD | LKO,FREELANCER | SALARIED,1,1,VERIFIED,MEDIUM,2025-09-11 01:30:44,True
USR63866,1,REJECTED,1,MEDIUM,1,1,0,0,44737.0,POONA,STUDENT,0,0,REJECTED,MEDIUM,2025-11-28 17:57:53,False
USR63870,1,VERIFIED,1,MEDIUM,1,0,0,0,,HYDERABAD,SALARIED,0,0,VERIFIED,MEDIUM,,False
USR63878,1,VERIFIED,1,MEDIUM,1,0,0,0,34889.0,MUMBAI,FARMER,0,0,VERIFIED,MEDIUM,2024-01-30 00:00:00,False
USR63880,2,VERIFIED,1,HIGH,1,0,2,0,14917.0,LKO,RETIRED,0,0,VERIFIED,HIGH,2024-07-27 05:46:00,False
USR63886,1,PENDING,1,LOW,1,0,0,1,10341.0,AMRITSAR,STUDENT,0,1,PENDING,LOW,2024-07-23 15:12:58,False
USR63901,1,VERIFIED,1,LOW,1,0,0,0,25920.0,JALANDAR,STUDENT,0,0,VERIFIED,LOW,2025-02-16 00:00:00,False
USR63902,1,REJECTED,1,LOW,1,1,0,0,10504.0,JPR,FREELANCER,0,0,REJECTED,LOW,,False
USR63903,1,VERIFIED,1,LOW,1,0,0,0,66995.0,POONA,STUDENT,0,0,VERIFIED,LOW,2025-07-18 19:08:44,False
USR63906,1,VERIFIED,1,LOW,1,0,0,0,42343.0,MUMBAI,STUDENT,0,0,VERIFIED,LOW,2025-03-29 00:00:00,False
USR63916,1,VERIFIED,1,LOW,1,0,0,0,20696.0,CHENNAI,SALARIED,1,0,VERIFIED,LOW,,False
