merchant_id,transaction_count,total_transaction_value,average_transaction_value,unique_users,failed_transaction_count,chargeback_count,chargeback_amount,high_severity_chargeback_count,identity_mismatch_count,disconnected_relationship_count,merchant_reference_record_count,merchant_name,merchant_category,business_type,merchant_status,mcc,city,state,declared_avg_ticket_size,merchant_status_values,merchant_category_values,merchant_status_count,merchant_category_count,invalid_mcc_records,suspended_reference_records,merchant_reference_inconsistency_flag,chargeback_records_per_transaction,chargeback_rate_eligible,chargeback_rate_min_volume,ticket_size_variance_ratio,high_chargeback_rate_flag,high_chargeback_activity_flag,risk_signal_count,risk_explanations,investigation_priority
MCH5780,2.0,22806.43,11403.215,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1291.015,ACTIVE | INACTIVE,CLOTHS | RETAIL_OTHER | STATIONERY,2.0,3.0,0.0,0.0,True,0.0,False,,8.832751749592374,False,False,1,inconsistent merchant-master records,WATCH
MCH7803,2.0,16722.54,8361.27,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,763.0,ACTIVE,RETAIL_OTHER | TELECOM,1.0,2.0,0.0,0.0,True,0.0,False,,10.958414154652687,False,False,1,inconsistent merchant-master records,WATCH
MCH7544,2.0,26094.260000000002,13047.130000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,INACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,PUNJAB,1903.575,INACTIVE,TELECOM | TRANSPRT,1.0,2.0,0.0,0.0,True,0.0,False,,6.854014157571937,False,False,1,inconsistent merchant-master records,WATCH
MCH9781,1.0,3247.55,3247.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH7734,4.0,45698.76,11424.69,4.0,1.0,1.0,261.51,0.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.25,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH5205,5.0,89250.06999999999,17850.014,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Yogi, Minhas and Goda",DEPARTMENT_STORE,PARTNERSHIP,INACTIVE,5311,LUDHIANA,PUNJAB,455.0,INACTIVE,DEPARTMENT_STORE,1.0,1.0,0.0,0.0,False,0.0,True,0.0,39.230799999999995,False,False,0,No elevated analytical signals in the available data.,LOW
MCH9677,3.0,42222.770000000004,14074.256666666668,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH9858,1.0,8135.43,8135.43,1.0,0.0,1.0,628.55,0.0,1.0,1.0,4.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,719.63,ACTIVE,HOTEL | RESTAURANT | TRANSPORT,1.0,3.0,0.0,0.0,True,1.0,False,,11.305017856398427,False,True,4,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship; inconsistent merchant-master records,ELEVATED_REVIEW
MCH5874,3.0,41939.3,13979.766666666668,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,987.19,ACTIVE | INACTIVE | SUSPENDED,HOTEL | HOTELS | TELECOM,3.0,3.0,1.0,1.0,True,0.0,False,,14.161171270643612,False,False,2,inconsistent merchant-master records; suspended merchant-master status,WATCH
MCH6622,1.0,11784.6,11784.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5769,5.0,31419.25,6283.85,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,True,0.0,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH2857,1.0,21262.82,21262.82,1.0,0.0,1.0,590.0,0.0,1.0,1.0,1.0,Bhattacharyya Inc,TRANSPRT,PRIVATE_LIMITED,ACTIVE,4131,JALANDAR,PUNJAB,4557.38,ACTIVE,TRANSPRT,1.0,1.0,0.0,0.0,False,1.0,False,,4.665579784876398,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH3667,1.0,21968.65,21968.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH2278,2.0,15173.699999999999,7586.849999999999,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Mohanty, Bobal and Minhas",HOTEL_LODGING,SOLE_PROPRIETOR,ACTIVE,07011,POONA,MAHARASHTRA,4540.82,ACTIVE,HOTEL_LODGING,1.0,1.0,1.0,0.0,False,0.0,False,,1.670810558445391,False,False,0,No elevated analytical signals in the available data.,LOW
MCH8197,2.0,23370.77,11685.385,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Virk-Venkataraman,CHEMIST,SOLE_PROPRIETOR,ACTIVE,5912,KOLKATA,WEST_BENGAL,964.03,ACTIVE,CHEMIST,1.0,1.0,0.0,0.0,False,0.0,False,,12.121391450473533,False,False,0,No elevated analytical signals in the available data.,LOW
MCH3919,2.0,46821.79,23410.895,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH7279,1.0,15166.74,15166.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,das plc,RETAIL_OTHER,PARTNERSHIP,ACTIVE,5999,JAIPUR,RAJASTHAN,1157.26,ACTIVE,RETAIL_OTHER,1.0,1.0,0.0,0.0,False,0.0,False,,13.105732506091975,False,False,0,No elevated analytical signals in the available data.,LOW
MCH7310,2.0,12560.0,12560.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mander Group,CLOTHING,PARTNERSHIP,INACTIVE,05699,LUCKNOW,UTTAR_PRADESH,1987.96,INACTIVE,CLOTHING,1.0,1.0,1.0,0.0,False,0.0,False,,6.318034568099962,False,False,0,No elevated analytical signals in the available data.,LOW
MCH3703,2.0,18681.16,9340.58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Khatri-Shuk1a,FOOD_SERVICES,PRIVATE_LIMITED,SUSPENDED,5812,JALANDAR,PUNJAB,3523.05,SUSPENDED,FOOD_SERVICES,1.0,1.0,0.0,1.0,False,0.0,False,,2.6512765927250532,False,False,1,suspended merchant-master status,WATCH
MCH4611,3.0,28225.1,9408.366666666667,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH2516,5.0,60539.130000000005,12107.826000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ben-Varghese,GROCERY_STORE,SOLE_PROPRIETOR,SUSPENDED,,CHENNAI,TAMIL_NADU,398.68,SUSPENDED,GROCERY_STORE,1.0,1.0,1.0,1.0,False,0.0,True,0.0,30.369785291461827,False,False,1,suspended merchant-master status,WATCH
MCH3837,1.0,23001.8,23001.8,1.0,0.0,1.0,843.91,0.0,1.0,1.0,5.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,866.44,ACTIVE | SUSPENDED,DEPARTMENT_STORE | FOOD_SERVICES | HOTEL | OTHER,2.0,4.0,0.0,1.0,True,1.0,False,,26.54748164904667,False,True,5,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship; inconsistent merchant-master records; suspended merchant-master status,ELEVATED_REVIEW
MCH7519,4.0,39908.42,9977.105,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,"Sarkar, Garg and Kumar",BUS_TAXI,PARTNERSHIP,INACTIVE,4131,LKO,UTTAR_PRADESH,771.94,INACTIVE,BUS_TAXI,1.0,1.0,0.0,0.0,False,0.0,False,,12.924715651475502,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5984,2.0,22635.64,11317.82,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,acharya-badal,OTHER,SOLE_PROPRIETOR,MULTIPLE_VALUES,5999,KOLKATA,WEST_BENGAL,515.0,ACTIVE | INACTIVE,OTHER,2.0,1.0,0.0,0.0,True,0.0,False,,21.976349514563108,False,False,1,inconsistent merchant-master records,WATCH
MCH1808,2.0,21344.58,10672.29,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH9069,3.0,41614.04,13871.346666666666,3.0,0.0,2.0,44660.299999999996,1.0,2.0,2.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.6666666666666666,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH8818,3.0,36466.35,12155.449999999999,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH9740,3.0,47350.67,15783.556666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Jain and Sons,RESTAURANTS,INDIVIDUAL,ACTIVE,5812,JPR,RAJASTHAN,1510.42,ACTIVE,RESTAURANTS,1.0,1.0,0.0,0.0,False,0.0,False,,10.44977997289937,False,False,0,No elevated analytical signals in the available data.,LOW
MCH9457,4.0,34282.37,8570.5925,4.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,672.31,ACTIVE,DEPARTMENT_STORES | HOTEL | TRAVEL,1.0,3.0,1.0,0.0,True,0.25,False,,12.747977123648319,False,True,4,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship; inconsistent merchant-master records,ELEVATED_REVIEW
MCH6553,3.0,17548.51,5849.503333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5842,1.0,17744.69,17744.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Dutt, Trivedi and Dhingra",STATIONERY,PARTNERSHIP,ACTIVE,05942,AMRITSAR,PUNJAB,182.55,ACTIVE,STATIONERY,1.0,1.0,1.0,0.0,False,0.0,False,,97.20454669953436,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5866,3.0,26906.54,8968.846666666666,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH3525,2.0,20470.739999999998,10235.369999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6121,3.0,52390.0,17463.333333333332,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,PRIVATE_LIMITED,ACTIVE,5311,MULTIPLE_VALUES,MULTIPLE_VALUES,1208.86,ACTIVE,CLOTHS | RETAIL,1.0,2.0,1.0,0.0,True,0.0,False,,14.446117278537907,False,False,1,inconsistent merchant-master records,WATCH
MCH3951,1.0,9862.0,9862.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH4893,3.0,44747.61,14915.87,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,jani-verma,TRANSPRT,PARTNERSHIP,ACTIVE,04131,JALANDAR,PUNJAB,1601.52,ACTIVE,TRANSPRT,1.0,1.0,1.0,0.0,False,0.0,False,,9.3135708576852,False,False,0,No elevated analytical signals in the available data.,LOW
MCH1470,2.0,12572.82,6286.41,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH1475,2.0,9564.6,4782.3,2.0,0.0,1.0,6017.37,0.0,1.0,1.0,1.0,"Bora, Bhakta and Aurora",DEPARTMENT_STORES,PRIVATE_LIMITED,ACTIVE,,CALCUTTA,WEST_BENGAL,1652.87,ACTIVE,DEPARTMENT_STORES,1.0,1.0,1.0,0.0,False,0.5,False,,2.893330993968068,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH5698,2.0,21587.769999999997,10793.884999999998,2.0,1.0,1.0,3750.2,0.0,1.0,1.0,1.0,Rana Ltd,STATIONERY,PRIVATE_LIMITED,ACTIVE,5942,CHENNAI,TAMIL_NADU,2808.27,ACTIVE,STATIONERY,1.0,1.0,0.0,0.0,False,0.5,False,,3.8436065620470963,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH9736,2.0,7145.27,7145.27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,sant plc,HOTEL_LODGING,SOLE_PROPRIETOR,ACTIVE,7011,LKO,UTTAR_PRADESH,1081.26,ACTIVE,HOTEL_LODGING,1.0,1.0,0.0,0.0,False,0.0,False,,6.608281079481347,False,False,0,No elevated analytical signals in the available data.,LOW
MCH1300,3.0,52602.45,17534.149999999998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH2590,1.0,12341.0,12341.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Goyal Group,HOSPITALITY,INDIVIDUAL,ACTIVE,7011,DELHI,DELHI,531.43,ACTIVE,HOSPITALITY,1.0,1.0,0.0,0.0,False,0.0,False,,23.22224940255537,False,False,0,No elevated analytical signals in the available data.,LOW
MCH2889,4.0,35093.44,8773.36,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH1038,3.0,52771.18,17590.393333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6346,2.0,40573.32,20286.66,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5754,3.0,28350.8,9450.266666666666,3.0,1.0,1.0,729.47,1.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.3333333333333333,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH6512,3.0,52674.72,17558.24,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Sagar, Deep and Rao",MOBILE_RECHARGE,SOLE_PROPRIETOR,ACTIVE,,HYDERABAD,TELANGANA,,ACTIVE,MOBILE_RECHARGE,1.0,1.0,1.0,0.0,False,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH9607,4.0,71883.29999999999,17970.824999999997,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5981,2.0,23666.33,23666.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH8713,4.0,92967.45,23241.8625,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,"Shere, Loke and Butala",PHONE_SERVICE,PRIVATE_LIMITED,INACTIVE,4814,DELHI,DELHI,,INACTIVE,PHONE_SERVICE,1.0,1.0,0.0,0.0,False,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH1768,2.0,4982.6900000000005,2491.3450000000003,2.0,0.0,1.0,3840.0,0.0,1.0,1.0,1.0,"Mody, Tata and Chatterjee",TRANSPORT,SOLE_PROPRIETOR,ACTIVE,4131,MADRAS,TAMIL_NADU,360.87,ACTIVE,TRANSPORT,1.0,1.0,0.0,0.0,False,0.5,False,,6.903718790700252,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH4238,1.0,13317.55,13317.55,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH4259,1.0,17945.41,17945.41,1.0,0.0,1.0,3331.49,1.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,1.0,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH7298,2.0,40870.77,20435.385,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"SANGHA, SANGHA AND KULKARNI",GROCERIES,INDIVIDUAL,ACTIVE,5411,DELHI,DELHI,1661.92,ACTIVE,GROCERIES,1.0,1.0,0.0,0.0,False,0.0,False,,12.296250722056415,False,False,0,No elevated analytical signals in the available data.,LOW
MCH7020,2.0,26187.0,13093.5,2.0,0.0,2.0,5327.63,0.0,1.0,2.0,1.0,Dalal LLC,DEPARTMENT_STORE,PARTNERSHIP,ACTIVE,5311,CHENNAI,TAMIL_NADU,1105.4,ACTIVE,DEPARTMENT_STORE,1.0,1.0,0.0,0.0,False,1.0,False,,11.845033472046318,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH5881,2.0,12013.109999999999,6006.554999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1381.95,ACTIVE | INACTIVE,GROCERY_STORES | PHARMACY | TRANSPRT,2.0,3.0,1.0,0.0,True,0.0,False,,4.346434386193422,False,False,1,inconsistent merchant-master records,WATCH
MCH3986,3.0,54042.380000000005,18014.126666666667,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.3333333333333333,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH6399,3.0,27916.65,9305.550000000001,3.0,1.0,3.0,7026.71,1.0,3.0,3.0,0.0,,,,,,,,,,,0.0,0.0,,,,1.0,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH2351,2.0,27961.75,13980.875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH7624,2.0,25991.579999999998,12995.789999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6419,2.0,16283.259999999998,8141.629999999999,2.0,0.0,1.0,2052.97,0.0,1.0,1.0,1.0,"Bhalla, Dubey and Salvi",MEDICAL,SOLE_PROPRIETOR,ACTIVE,,JAIPUR,RAJASTHAN,3881.01,ACTIVE,MEDICAL,1.0,1.0,1.0,0.0,False,0.5,False,,2.0978121674512558,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH2152,4.0,66955.2,16738.8,4.0,1.0,1.0,180.66,1.0,1.0,1.0,1.0,"Choudhry, Chauhan and Dayal",STATIONERY,PRIVATE_LIMITED,ACTIVE,5942,POONA,MAHARASHTRA,1507.67,ACTIVE,STATIONERY,1.0,1.0,0.0,0.0,False,0.25,False,,11.102429576764145,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH1003,2.0,18029.879999999997,9014.939999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Nayar, Batta and Barad",FASHION,PRIVATE_LIMITED,ACTIVE,5699,CHENNAI,TAMIL_NADU,792.91,ACTIVE,FASHION,1.0,1.0,0.0,0.0,False,0.0,False,,11.36943663215245,False,False,0,No elevated analytical signals in the available data.,LOW
MCH1294,2.0,34821.93,17410.965,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Rajagopalan Group,MEDICAL,INDIVIDUAL,ACTIVE,05912,AMRITSAR,PUNJAB,539.82,ACTIVE,MEDICAL,1.0,1.0,1.0,0.0,False,0.0,False,,32.25327887073469,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6496,2.0,39667.65,19833.825,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH1099,2.0,22656.600000000002,11328.300000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH1864,2.0,21366.94,10683.47,2.0,0.0,1.0,221.0,0.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.5,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH2866,1.0,16971.04,16971.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH8667,5.0,63065.11,12613.022,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,True,0.0,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH1601,3.0,27066.07,9022.023333333333,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.3333333333333333,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH2883,6.0,65110.39,10851.731666666667,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,True,0.0,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH2493,2.0,36084.8,18042.4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Tella, Lata and Tripathi",TELECOM,INDIVIDUAL,ACTIVE,4814,JAIPUR,RAJASTHAN,,ACTIVE,TELECOM,1.0,1.0,0.0,0.0,False,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH8649,3.0,20591.85,6863.95,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH4617,2.0,24812.73,12406.365,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5475,4.0,51870.28,17290.093333333334,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH7857,3.0,34712.450000000004,11570.816666666668,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6212,1.0,6172.97,6172.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH1769,4.0,32230.46,8057.615,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,766.01,ACTIVE,DEPT_STORE | TELECOM,1.0,2.0,0.0,0.0,True,0.0,False,,10.518942311458074,False,False,1,inconsistent merchant-master records,WATCH
MCH1130,2.0,28180.04,14090.02,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,5311,MULTIPLE_VALUES,PUNJAB,2851.765,ACTIVE,DEPARTMENT_STORE | DEPARTMENT_STORES,1.0,2.0,0.0,0.0,True,0.5,False,,4.940806833662662,False,True,4,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship; inconsistent merchant-master records,ELEVATED_REVIEW
MCH3948,3.0,55810.36,18603.453333333335,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH8135,2.0,44573.9,22286.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bhakta PLC,MISCELLANEOUS,PRIVATE_LIMITED,ACTIVE,5999,ASR,PUNJAB,857.0,ACTIVE,MISCELLANEOUS,1.0,1.0,0.0,0.0,False,0.0,False,,26.005775962660444,False,False,0,No elevated analytical signals in the available data.,LOW
MCH8298,2.0,10966.18,5483.09,2.0,1.0,1.0,5179.58,0.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.5,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH1657,4.0,48310.52,12077.63,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Kaur, Sandhu and Shanker",CLOTHS,PRIVATE_LIMITED,ACTIVE,05699,MUMBAI,MAHARASHTRA,1224.96,ACTIVE,CLOTHS,1.0,1.0,1.0,0.0,False,0.0,False,,9.859611742424242,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5723,2.0,20504.22,10252.11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Doctor LLC,GROCERY_STORE,PRIVATE_LIMITED,ACTIVE,,CALCUTTA,WEST_BENGAL,,ACTIVE,GROCERY_STORE,1.0,1.0,1.0,0.0,False,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH2791,1.0,1640.73,1640.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Rastogi, Mannan and Sabharwal",CHEMIST,SOLE_PROPRIETOR,ACTIVE,UNKNOWN,DELHI,DELHI,,ACTIVE,CHEMIST,1.0,1.0,1.0,0.0,False,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
