node_id,node_type,degree,component_id,component_size,transaction_connected_component,risk_signal_count,investigation_priority
USR41619,USER,1,490,7,True,1,WATCH
USR41626,USER,1,3270,6,True,2,WATCH
USR41632,USER,1,3677,4,True,1,WATCH
MCH9436,MERCHANT,3,3677,4,True,0,LOW
USR41636,USER,1,3678,2,True,1,WATCH
MCH2932,MERCHANT,1,3678,2,True,0,LOW
USR41637,USER,1,962,5,True,1,WATCH
MCH9494,MERCHANT,2,962,5,True,0,LOW
USR41646,USER,3,3679,8,True,1,WATCH
MCH4700,MERCHANT,3,3679,8,True,0,LOW
MCH5242,MERCHANT,1,3679,8,True,0,LOW
MCH6067,MERCHANT,3,3679,8,True,0,LOW
USR41653,USER,1,3680,2,True,2,WATCH
MCH9062,MERCHANT,1,3680,2,True,0,LOW
USR41671,USER,1,2122,5,True,1,WATCH
USR41675,USER,1,3681,4,True,1,WATCH
MCH2062,MERCHANT,3,3681,4,True,3,ELEVATED_REVIEW
USR41678,USER,1,1746,4,True,2,WATCH
USR41686,USER,1,3682,2,True,1,WATCH
MCH3071,MERCHANT,1,3682,2,True,3,ELEVATED_REVIEW
USR41697,USER,1,3683,4,True,1,WATCH
MCH2286,MERCHANT,3,3683,4,True,0,LOW
USR41698,USER,1,939,12,True,1,WATCH
MCH3382,MERCHANT,3,939,12,True,5,ELEVATED_REVIEW
USR41701,USER,1,3684,4,True,1,WATCH
MCH7058,MERCHANT,3,3684,4,True,3,ELEVATED_REVIEW
USR41704,USER,1,3642,3,True,1,WATCH
USR41705,USER,1,3685,7,True,1,WATCH
MCH5397,MERCHANT,2,3685,7,True,3,ELEVATED_REVIEW
USR41709,USER,1,2628,5,True,1,WATCH
USR41713,USER,1,369,5,True,1,WATCH
USR41715,USER,1,1635,7,True,1,WATCH
USR41718,USER,2,1808,8,True,1,WATCH
USR41722,USER,1,3686,4,True,1,WATCH
MCH4041,MERCHANT,3,3686,4,True,3,ELEVATED_REVIEW
USR41729,USER,1,1994,5,True,1,WATCH
USR41732,USER,1,3248,3,True,3,ELEVATED_REVIEW
USR41740,USER,1,3687,3,True,1,WATCH
MCH6495,MERCHANT,2,3687,3,True,0,LOW
USR41741,USER,1,970,6,True,1,WATCH
USR41749,USER,1,1853,5,True,1,WATCH
USR41751,USER,1,3688,3,True,2,WATCH
MCH8928,MERCHANT,2,3688,3,True,3,ELEVATED_REVIEW
USR41756,USER,1,3689,3,True,1,WATCH
MCH2929,MERCHANT,2,3689,3,True,0,LOW
USR41757,USER,1,3690,5,True,1,WATCH
MCH2758,MERCHANT,4,3690,5,True,0,LOW
USR41759,USER,1,2525,5,True,2,WATCH
USR41766,USER,1,3691,4,True,1,WATCH
MCH1880,MERCHANT,3,3691,4,True,3,ELEVATED_REVIEW
USR41777,USER,1,3692,3,True,1,WATCH
MCH6146,MERCHANT,2,3692,3,True,0,LOW
USR41779,USER,1,3547,5,True,1,WATCH
USR41780,USER,2,997,9,True,1,WATCH
MCH6709,MERCHANT,2,997,9,True,0,LOW
USR41784,USER,1,663,6,True,1,WATCH
USR41785,USER,1,1457,25,True,1,WATCH
MCH4137,MERCHANT,2,1457,25,True,0,LOW
USR41787,USER,1,1933,13,True,1,WATCH
USR41789,USER,1,1468,5,True,1,WATCH
USR41796,USER,1,3693,4,True,1,WATCH
MCH6397,MERCHANT,3,3693,4,True,1,WATCH
USR41799,USER,1,2440,8,True,1,WATCH
USR41807,USER,1,3694,4,True,1,WATCH
MCH5732,MERCHANT,3,3694,4,True,0,LOW
USR41813,USER,1,3695,5,True,1,WATCH
MCH8361,MERCHANT,4,3695,5,True,0,LOW
USR41814,USER,1,3696,3,True,2,WATCH
MCH7576,MERCHANT,2,3696,3,True,0,LOW
USR41816,USER,2,918,34,True,1,WATCH
USR41820,USER,1,3697,2,True,1,WATCH
MCH7746,MERCHANT,1,3697,2,True,1,WATCH
USR41835,USER,1,3698,3,True,1,WATCH
MCH6775,MERCHANT,2,3698,3,True,0,LOW
USR41836,USER,1,414,11,True,1,WATCH
USR41845,USER,1,1941,17,True,1,WATCH
USR41847,USER,1,852,7,True,1,WATCH
USR41852,USER,1,3699,2,True,1,WATCH
MCH6995,MERCHANT,1,3699,2,True,0,LOW
USR41854,USER,2,321,9,True,1,WATCH
MCH7728,MERCHANT,2,321,9,True,4,ELEVATED_REVIEW
USR41859,USER,2,3700,6,True,1,WATCH
MCH3869,MERCHANT,3,3700,6,True,0,LOW
MCH6636,MERCHANT,2,3700,6,True,0,LOW
USR41868,USER,1,3701,5,True,1,WATCH
MCH1688,MERCHANT,4,3701,5,True,0,LOW
USR41871,USER,1,712,5,True,1,WATCH
USR41877,USER,1,2255,23,True,1,WATCH
USR41880,USER,1,391,11,True,1,WATCH
USR41881,USER,1,3702,2,True,1,WATCH
MCH7824,MERCHANT,1,3702,2,True,3,ELEVATED_REVIEW
USR41882,USER,1,3645,4,True,1,WATCH
USR41883,USER,1,2411,4,True,1,WATCH
USR41884,USER,1,3253,3,True,1,WATCH
USR41888,USER,1,1476,4,True,1,WATCH
USR41896,USER,1,2466,3,True,1,WATCH
USR41902,USER,1,3703,4,True,2,WATCH
MCH6697,MERCHANT,3,3703,4,True,1,WATCH
USR41918,USER,1,1227,4,True,2,WATCH
USR41927,USER,2,2037,10,True,1,WATCH
MCH9590,MERCHANT,1,2037,10,True,0,LOW
USR41933,USER,2,1642,11,True,1,WATCH
MCH7950,MERCHANT,4,1642,11,True,0,LOW
USR41935,USER,1,2922,7,True,1,WATCH
USR41939,USER,2,2865,13,True,1,WATCH
MCH3114,MERCHANT,3,2865,13,True,0,LOW
USR41940,USER,1,3100,4,True,1,WATCH
USR41942,USER,2,2304,9,True,1,WATCH
USR41949,USER,1,3704,4,True,1,WATCH
MCH2718,MERCHANT,3,3704,4,True,3,ELEVATED_REVIEW
USR41962,USER,1,957,3,True,1,WATCH
USR41963,USER,1,3705,4,True,1,WATCH
MCH2289,MERCHANT,3,3705,4,True,2,WATCH
USR41965,USER,2,2417,7,True,1,WATCH
MCH4184,MERCHANT,2,2417,7,True,1,WATCH
USR41973,USER,1,3706,6,True,1,WATCH
MCH8924,MERCHANT,5,3706,6,True,0,LOW
USR41976,USER,1,3707,2,True,1,WATCH
MCH9652,MERCHANT,1,3707,2,True,0,LOW
USR41977,USER,1,3267,5,True,1,WATCH
MCH3209,MERCHANT,2,3267,5,True,0,LOW
USR41986,USER,1,979,5,True,1,WATCH
USR41990,USER,1,1849,4,True,1,WATCH
USR41991,USER,1,1999,5,True,1,WATCH
USR41994,USER,1,903,6,True,1,WATCH
USR42003,USER,1,3708,2,True,1,WATCH
MCH2811,MERCHANT,1,3708,2,True,3,ELEVATED_REVIEW
USR42016,USER,1,3709,3,True,1,WATCH
MCH2046,MERCHANT,2,3709,3,True,0,LOW
USR42017,USER,1,3710,2,True,1,WATCH
MCH2462,MERCHANT,1,3710,2,True,0,LOW
USR42018,USER,1,1498,4,True,1,WATCH
USR42020,USER,1,2297,9,True,1,WATCH
USR42023,USER,1,3711,2,True,1,WATCH
MCH5762,MERCHANT,1,3711,2,True,1,WATCH
USR42028,USER,1,2978,11,True,1,WATCH
USR42029,USER,1,3712,5,True,1,WATCH
MCH2287,MERCHANT,4,3712,5,True,0,LOW
USR42032,USER,2,118,11,True,1,WATCH
USR42038,USER,1,1217,12,True,1,WATCH
USR42046,USER,2,3713,4,True,1,WATCH
MCH4509,MERCHANT,2,3713,4,True,0,LOW
MCH5598,MERCHANT,1,3713,4,True,0,LOW
USR42048,USER,1,395,10,True,1,WATCH
MCH7658,MERCHANT,4,395,10,True,0,LOW
USR42049,USER,1,2003,5,True,1,WATCH
USR42053,USER,1,3714,2,True,1,WATCH
MCH4274,MERCHANT,1,3714,2,True,4,ELEVATED_REVIEW
USR42055,USER,1,3715,3,True,1,WATCH
MCH3529,MERCHANT,2,3715,3,True,0,LOW
USR42058,USER,1,606,12,True,2,WATCH
USR42060,USER,1,1340,23,True,1,WATCH
USR42065,USER,1,3716,3,True,1,WATCH
MCH2549,MERCHANT,2,3716,3,True,2,WATCH
USR42066,USER,1,3717,2,True,1,WATCH
MCH2485,MERCHANT,1,3717,2,True,0,LOW
USR42070,USER,1,1360,3,True,1,WATCH
USR42072,USER,2,939,12,True,1,WATCH
USR42077,USER,2,592,9,True,1,WATCH
USR42079,USER,1,2042,23,True,5,ELEVATED_REVIEW
USR42091,USER,1,2398,6,True,1,WATCH
USR42092,USER,1,370,36,True,1,WATCH
USR42094,USER,1,2817,5,True,1,WATCH
USR42096,USER,1,1989,20,True,1,WATCH
USR42097,USER,1,1590,13,True,1,WATCH
USR42105,USER,1,1108,19,True,1,WATCH
USR42113,USER,1,662,4,True,1,WATCH
USR42118,USER,1,325,8,True,1,WATCH
USR42120,USER,1,3718,7,True,1,WATCH
MCH8374,MERCHANT,2,3718,7,True,4,ELEVATED_REVIEW
USR42121,USER,1,1765,3,True,2,WATCH
USR42124,USER,1,82,3,True,1,WATCH
USR42127,USER,1,2125,4,True,1,WATCH
USR42132,USER,1,307,49,True,1,WATCH
USR42142,USER,1,3719,3,True,1,WATCH
MCH3994,MERCHANT,2,3719,3,True,0,LOW
USR42151,USER,2,117,5,True,2,WATCH
MCH8969,MERCHANT,1,117,5,True,0,LOW
USR42153,USER,1,3720,4,True,1,WATCH
MCH6653,MERCHANT,3,3720,4,True,0,LOW
USR42157,USER,1,1096,8,True,2,WATCH
USR42158,USER,1,2119,3,True,4,ELEVATED_REVIEW
USR42159,USER,1,2611,3,True,1,WATCH
USR42160,USER,1,3721,2,True,1,WATCH
MCH9460,MERCHANT,1,3721,2,True,0,LOW
USR42163,USER,1,885,9,True,1,WATCH
USR42180,USER,1,3168,8,True,1,WATCH
USR42181,USER,1,969,5,True,1,WATCH
USR42182,USER,1,147,29,True,1,WATCH
USR42190,USER,1,2252,3,True,1,WATCH
USR42191,USER,1,78,27,True,1,WATCH
USR42192,USER,2,236,7,True,1,WATCH
MCH4428,MERCHANT,2,236,7,True,0,LOW
USR42195,USER,2,3722,5,True,1,WATCH
MCH6972,MERCHANT,3,3722,5,True,0,LOW
MCH9937,MERCHANT,1,3722,5,True,3,ELEVATED_REVIEW
USR42197,USER,2,3723,3,True,1,WATCH
MCH1085,MERCHANT,1,3723,3,True,0,LOW
MCH5797,MERCHANT,1,3723,3,True,1,WATCH
USR42198,USER,1,3724,3,True,1,WATCH
MCH4593,MERCHANT,2,3724,3,True,3,ELEVATED_REVIEW
USR42202,USER,1,3725,3,True,1,WATCH
MCH4995,MERCHANT,2,3725,3,True,0,LOW
USR42204,USER,1,1936,5,True,2,WATCH
USR42212,USER,1,608,17,True,1,WATCH
USR42214,USER,1,2345,9,True,1,WATCH
MCH6624,MERCHANT,5,2345,9,True,4,ELEVATED_REVIEW
USR42216,USER,1,3726,2,True,1,WATCH
MCH8018,MERCHANT,1,3726,2,True,0,LOW
USR42221,USER,1,2329,4,True,1,WATCH
USR42224,USER,1,1554,16,True,1,WATCH
USR42231,USER,3,3670,26,True,1,WATCH
MCH6893,MERCHANT,3,3670,26,True,0,LOW
MCH7099,MERCHANT,6,3670,26,True,0,LOW
MCH8594,MERCHANT,2,3670,26,True,0,LOW
USR42243,USER,1,3727,2,True,1,WATCH
MCH2174,MERCHANT,1,3727,2,True,0,LOW
USR42244,USER,2,2388,10,True,1,WATCH
USR42248,USER,1,1170,11,True,1,WATCH
USR42253,USER,1,3728,3,True,1,WATCH
MCH8076,MERCHANT,2,3728,3,True,4,ELEVATED_REVIEW
USR42256,USER,2,3729,4,True,1,WATCH
MCH1298,MERCHANT,2,3729,4,True,3,ELEVATED_REVIEW
MCH5908,MERCHANT,1,3729,4,True,0,LOW
USR42258,USER,1,3251,4,True,1,WATCH
USR42260,USER,1,3730,3,True,1,WATCH
MCH9644,MERCHANT,2,3730,3,True,3,ELEVATED_REVIEW
USR42266,USER,1,3731,2,True,2,WATCH
MCH6908,MERCHANT,1,3731,2,True,3,ELEVATED_REVIEW
USR42268,USER,1,496,6,True,1,WATCH
USR42269,USER,1,1661,4,True,2,WATCH
USR42272,USER,1,192,12,True,1,WATCH
USR42279,USER,1,608,17,True,1,WATCH
USR42281,USER,2,2262,9,True,1,WATCH
MCH6081,MERCHANT,4,2262,9,True,3,ELEVATED_REVIEW
USR42284,USER,1,1942,8,True,1,WATCH
USR42285,USER,1,3732,2,True,1,WATCH
MCH8609,MERCHANT,1,3732,2,True,0,LOW
USR42287,USER,1,3014,8,True,1,WATCH
USR42289,USER,1,843,15,True,1,WATCH
MCH7522,MERCHANT,3,843,15,True,0,LOW
USR42293,USER,1,307,49,True,1,WATCH
MCH5572,MERCHANT,5,307,49,True,0,LOW
USR42295,USER,1,963,4,True,1,WATCH
USR42302,USER,1,3733,3,True,1,WATCH
MCH2647,MERCHANT,2,3733,3,True,0,LOW
USR42307,USER,1,3734,4,True,1,WATCH
MCH1109,MERCHANT,3,3734,4,True,1,WATCH
USR42309,USER,1,3735,5,True,1,WATCH
MCH4111,MERCHANT,4,3735,5,True,1,WATCH
USR42320,USER,1,2177,3,True,1,WATCH
USR42322,USER,1,3736,3,True,1,WATCH
MCH4691,MERCHANT,2,3736,3,True,0,LOW
USR42325,USER,1,725,12,True,1,WATCH
USR42339,USER,1,3737,2,True,1,WATCH
MCH7022,MERCHANT,1,3737,2,True,0,LOW
USR42346,USER,1,3738,3,True,1,WATCH
MCH1172,MERCHANT,2,3738,3,True,0,LOW
USR42361,USER,2,3739,5,True,1,WATCH
MCH3371,MERCHANT,2,3739,5,True,1,WATCH
MCH4649,MERCHANT,2,3739,5,True,0,LOW
USR42363,USER,1,78,27,True,1,WATCH
USR42366,USER,1,2772,14,True,1,WATCH
MCH4768,MERCHANT,5,2772,14,True,0,LOW
USR42368,USER,1,2832,6,True,1,WATCH
USR42377,USER,1,3245,3,True,2,WATCH
USR42378,USER,1,3136,4,True,1,WATCH
USR42382,USER,1,1526,4,True,1,WATCH
USR42383,USER,1,3740,3,True,1,WATCH
MCH6606,MERCHANT,2,3740,3,True,3,ELEVATED_REVIEW
USR42392,USER,2,3577,9,True,1,WATCH
MCH8930,MERCHANT,3,3577,9,True,0,LOW
USR42409,USER,1,1538,10,True,1,WATCH
USR42422,USER,1,1327,8,True,1,WATCH
USR42427,USER,1,1361,10,True,1,WATCH
USR42432,USER,1,3741,3,True,4,ELEVATED_REVIEW
MCH2297,MERCHANT,2,3741,3,True,0,LOW
USR42433,USER,1,3342,21,True,1,WATCH
MCH7068,MERCHANT,3,3342,21,True,0,LOW
USR42435,USER,1,2440,8,True,1,WATCH
USR42442,USER,1,2555,8,True,1,WATCH
MCH2799,MERCHANT,3,2555,8,True,0,LOW
USR42450,USER,1,2874,3,True,1,WATCH
USR42481,USER,1,3742,2,True,1,WATCH
MCH2841,MERCHANT,1,3742,2,True,3,ELEVATED_REVIEW
USR42483,USER,1,2427,6,True,1,WATCH
USR42493,USER,1,2023,14,True,1,WATCH
USR42498,USER,1,3743,2,True,1,WATCH
MCH3617,MERCHANT,1,3743,2,True,0,LOW
USR42499,USER,1,3577,9,True,1,WATCH
USR42502,USER,1,3744,2,True,1,WATCH
MCH6461,MERCHANT,1,3744,2,True,0,LOW
USR42503,USER,1,3745,2,True,1,WATCH
MCH7530,MERCHANT,1,3745,2,True,0,LOW
USR42507,USER,1,3587,3,True,1,WATCH
USR42520,USER,1,3746,2,True,1,WATCH
MCH9157,MERCHANT,1,3746,2,True,0,LOW
USR42531,USER,1,718,6,True,4,ELEVATED_REVIEW
USR42532,USER,1,3747,2,True,1,WATCH
MCH7996,MERCHANT,1,3747,2,True,0,LOW
USR42534,USER,1,3748,2,True,1,WATCH
MCH9975,MERCHANT,1,3748,2,True,2,WATCH
USR42535,USER,1,3575,3,True,1,WATCH
USR42537,USER,1,2991,5,True,1,WATCH
USR42543,USER,1,2495,4,True,1,WATCH
USR42573,USER,1,3749,5,True,1,WATCH
MCH4704,MERCHANT,4,3749,5,True,0,LOW
USR42578,USER,1,2282,4,True,1,WATCH
USR42580,USER,1,3750,2,True,1,WATCH
MCH2288,MERCHANT,1,3750,2,True,0,LOW
USR42587,USER,2,3751,3,True,1,WATCH
MCH5612,MERCHANT,1,3751,3,True,0,LOW
MCH6450,MERCHANT,1,3751,3,True,2,WATCH
USR42588,USER,1,3752,2,True,1,WATCH
MCH3545,MERCHANT,1,3752,2,True,0,LOW
USR42590,USER,2,1244,19,True,1,WATCH
USR42591,USER,1,1454,4,True,1,WATCH
USR42592,USER,1,1557,3,True,1,WATCH
USR42593,USER,1,1238,6,True,1,WATCH
MCH8079,MERCHANT,2,1238,6,True,0,LOW
USR42594,USER,1,3753,5,True,1,WATCH
MCH4915,MERCHANT,4,3753,5,True,0,LOW
USR42597,USER,1,203,37,True,1,WATCH
USR42601,USER,1,2604,5,True,1,WATCH
USR42602,USER,2,3754,3,True,1,WATCH
MCH2472,MERCHANT,1,3754,3,True,3,ELEVATED_REVIEW
MCH4697,MERCHANT,1,3754,3,True,0,LOW
USR42606,USER,2,201,9,True,1,WATCH
MCH3858,MERCHANT,2,201,9,True,0,LOW
USR42608,USER,1,535,7,True,2,WATCH
USR42610,USER,1,3755,3,True,1,WATCH
MCH1022,MERCHANT,2,3755,3,True,0,LOW
USR42620,USER,1,3756,2,True,1,WATCH
MCH2285,MERCHANT,1,3756,2,True,3,ELEVATED_REVIEW
USR42624,USER,1,3530,4,True,1,WATCH
USR42633,USER,1,1832,3,True,1,WATCH
USR42636,USER,1,984,15,True,1,WATCH
USR42638,USER,1,2878,4,True,1,WATCH
USR42639,USER,1,3757,2,True,1,WATCH
MCH1553,MERCHANT,1,3757,2,True,0,LOW
USR42640,USER,1,3758,2,True,1,WATCH
MCH2342,MERCHANT,1,3758,2,True,3,ELEVATED_REVIEW
USR42642,USER,2,2538,11,True,1,WATCH
MCH5967,MERCHANT,3,2538,11,True,0,LOW
USR42647,USER,1,761,6,True,1,WATCH
USR42648,USER,1,1156,13,True,1,WATCH
USR42649,USER,1,3759,3,True,1,WATCH
MCH5349,MERCHANT,2,3759,3,True,0,LOW
USR42650,USER,1,2445,10,True,1,WATCH
USR42653,USER,1,3760,3,True,2,WATCH
MCH4408,MERCHANT,2,3760,3,True,0,LOW
USR42654,USER,1,1474,6,True,1,WATCH
USR42660,USER,1,3092,4,True,1,WATCH
USR42664,USER,1,3761,2,True,1,WATCH
MCH6943,MERCHANT,1,3761,2,True,3,ELEVATED_REVIEW
USR42675,USER,1,3762,2,True,1,WATCH
MCH5870,MERCHANT,1,3762,2,True,1,WATCH
USR42685,USER,2,2513,5,True,1,WATCH
MCH5286,MERCHANT,1,2513,5,True,0,LOW
USR42688,USER,1,3763,2,True,1,WATCH
MCH1046,MERCHANT,1,3763,2,True,3,ELEVATED_REVIEW
USR42697,USER,1,3764,4,True,2,WATCH
MCH7450,MERCHANT,3,3764,4,True,0,LOW
USR42702,USER,1,3765,3,True,1,WATCH
MCH5243,MERCHANT,2,3765,3,True,0,LOW
USR42728,USER,1,3755,3,True,1,WATCH
USR42738,USER,1,3766,2,True,1,WATCH
MCH1456,MERCHANT,1,3766,2,True,0,LOW
USR42739,USER,1,3767,5,True,2,WATCH
MCH2002,MERCHANT,4,3767,5,True,0,LOW
USR42747,USER,2,2422,4,True,1,WATCH
MCH6341,MERCHANT,1,2422,4,True,3,ELEVATED_REVIEW
USR42748,USER,1,422,23,True,1,WATCH
USR42758,USER,1,3768,2,True,1,WATCH
MCH9728,MERCHANT,1,3768,2,True,0,LOW
USR42760,USER,1,528,11,True,1,WATCH
USR42767,USER,1,415,10,True,1,WATCH
MCH3146,MERCHANT,3,415,10,True,0,LOW
USR42773,USER,1,146,48,True,1,WATCH
USR42774,USER,1,3769,5,True,1,WATCH
MCH9426,MERCHANT,2,3769,5,True,4,ELEVATED_REVIEW
USR42775,USER,1,2022,4,True,1,WATCH
USR42784,USER,1,2344,5,True,1,WATCH
USR42790,USER,1,789,15,True,1,WATCH
USR42791,USER,1,1309,4,True,2,WATCH
USR42796,USER,1,99,8,True,1,WATCH
MCH4588,MERCHANT,3,99,8,True,3,ELEVATED_REVIEW
USR42801,USER,1,3770,4,True,1,WATCH
MCH1007,MERCHANT,3,3770,4,True,4,ELEVATED_REVIEW
USR42804,USER,1,26,5,True,1,WATCH
USR42809,USER,1,2072,11,True,1,WATCH
MCH3935,MERCHANT,5,2072,11,True,1,WATCH
USR42818,USER,1,3354,4,True,4,ELEVATED_REVIEW
USR42819,USER,1,1733,12,True,1,WATCH
USR42837,USER,1,1475,4,True,1,WATCH
USR42844,USER,1,1710,3,True,1,WATCH
USR42846,USER,1,2996,4,True,1,WATCH
USR42855,USER,1,1941,17,True,1,WATCH
MCH8256,MERCHANT,5,1941,17,True,4,ELEVATED_REVIEW
USR42856,USER,1,1692,10,True,2,WATCH
USR42869,USER,1,3,11,True,1,WATCH
USR42873,USER,1,3771,4,True,1,WATCH
MCH3548,MERCHANT,3,3771,4,True,3,ELEVATED_REVIEW
USR42892,USER,1,3772,3,True,1,WATCH
MCH3074,MERCHANT,2,3772,3,True,0,LOW
USR42895,USER,1,3477,4,True,1,WATCH
USR42900,USER,1,993,29,True,1,WATCH
MCH9673,MERCHANT,5,993,29,True,0,LOW
USR42905,USER,1,3773,6,True,1,WATCH
MCH6646,MERCHANT,3,3773,6,True,0,LOW
USR42908,USER,1,2946,4,True,1,WATCH
USR42912,USER,1,1402,5,True,1,WATCH
USR42921,USER,1,1931,4,True,1,WATCH
USR42925,USER,1,3774,3,True,1,WATCH
MCH2656,MERCHANT,2,3774,3,True,1,WATCH
USR42926,USER,1,3775,3,True,1,WATCH
MCH4925,MERCHANT,2,3775,3,True,0,LOW
USR42927,USER,1,3776,3,True,1,WATCH
MCH4436,MERCHANT,2,3776,3,True,0,LOW
USR42929,USER,1,588,11,True,1,WATCH
MCH4965,MERCHANT,4,588,11,True,3,ELEVATED_REVIEW
USR42931,USER,1,27,25,True,1,WATCH
USR42935,USER,1,827,22,True,1,WATCH
USR42940,USER,1,1005,17,True,1,WATCH
USR42941,USER,1,1310,8,True,1,WATCH
USR42942,USER,1,3777,7,True,1,WATCH
MCH1680,MERCHANT,2,3777,7,True,0,LOW
USR42946,USER,1,3778,2,True,1,WATCH
MCH1921,MERCHANT,1,3778,2,True,0,LOW
USR42947,USER,1,3779,2,True,1,WATCH
MCH3836,MERCHANT,1,3779,2,True,3,ELEVATED_REVIEW
USR42955,USER,2,3780,9,True,2,WATCH
MCH7437,MERCHANT,5,3780,9,True,0,LOW
MCH7941,MERCHANT,3,3780,9,True,0,LOW
USR42960,USER,1,3781,2,True,1,WATCH
MCH3787,MERCHANT,1,3781,2,True,1,WATCH
USR42961,USER,1,2176,12,True,1,WATCH
MCH5174,MERCHANT,3,2176,12,True,0,LOW
USR42976,USER,1,3782,2,True,1,WATCH
MCH4667,MERCHANT,1,3782,2,True,3,ELEVATED_REVIEW
USR42986,USER,2,3783,8,True,1,WATCH
MCH1814,MERCHANT,4,3783,8,True,0,LOW
MCH4461,MERCHANT,3,3783,8,True,0,LOW
USR42989,USER,1,332,5,True,2,WATCH
USR42997,USER,1,947,3,True,1,WATCH
USR43006,USER,2,567,36,True,1,WATCH
USR43010,USER,1,3784,6,True,1,WATCH
MCH2981,MERCHANT,4,3784,6,True,1,WATCH
USR43013,USER,1,3654,4,True,1,WATCH
USR43021,USER,1,3785,2,True,1,WATCH
MCH2951,MERCHANT,1,3785,2,True,0,LOW
USR43023,USER,1,3786,4,True,1,WATCH
MCH5067,MERCHANT,3,3786,4,True,0,LOW
USR43025,USER,1,2391,11,True,1,WATCH
MCH8566,MERCHANT,5,2391,11,True,0,LOW
USR43031,USER,2,1921,9,True,1,WATCH
MCH5403,MERCHANT,2,1921,9,True,3,ELEVATED_REVIEW
USR43035,USER,1,1479,13,True,1,WATCH
USR43038,USER,1,2185,3,True,2,WATCH
USR43043,USER,1,3787,4,True,1,WATCH
MCH9880,MERCHANT,3,3787,4,True,0,LOW
USR43044,USER,1,1695,4,True,1,WATCH
USR43046,USER,1,1890,17,True,1,WATCH
USR43049,USER,1,3776,3,True,2,WATCH
USR43050,USER,1,3788,2,True,1,WATCH
MCH7587,MERCHANT,1,3788,2,True,0,LOW
USR43053,USER,1,3789,2,True,1,WATCH
MCH3168,MERCHANT,1,3789,2,True,0,LOW
USR43071,USER,1,3790,2,True,1,WATCH
MCH2770,MERCHANT,1,3790,2,True,5,ELEVATED_REVIEW
USR43072,USER,1,2606,11,True,1,WATCH
MCH9748,MERCHANT,5,2606,11,True,4,ELEVATED_REVIEW
USR43073,USER,1,361,7,True,1,WATCH
USR43100,USER,1,3791,3,True,1,WATCH
MCH9676,MERCHANT,2,3791,3,True,3,ELEVATED_REVIEW
USR43105,USER,1,295,11,True,1,WATCH
USR43108,USER,1,2841,4,True,1,WATCH
USR43113,USER,1,3622,4,True,1,WATCH
USR43117,USER,1,828,3,True,1,WATCH
USR43120,USER,1,1711,12,True,1,WATCH
USR43123,USER,1,3487,5,True,1,WATCH
USR43132,USER,1,127,15,True,1,WATCH
USR43136,USER,1,865,20,True,1,WATCH
USR43150,USER,1,806,21,True,1,WATCH
MCH9831,MERCHANT,2,806,21,True,1,WATCH
USR43152,USER,2,3792,6,True,1,WATCH
MCH3834,MERCHANT,3,3792,6,True,0,LOW
MCH9236,MERCHANT,2,3792,6,True,0,LOW
USR43166,USER,1,2741,3,True,1,WATCH
USR43171,USER,1,1468,5,True,4,ELEVATED_REVIEW
USR43177,USER,1,3793,6,True,1,WATCH
MCH2398,MERCHANT,5,3793,6,True,5,ELEVATED_REVIEW
USR43181,USER,1,3794,6,True,1,WATCH
MCH6420,MERCHANT,5,3794,6,True,0,LOW
USR43186,USER,1,3795,2,True,1,WATCH
MCH4237,MERCHANT,1,3795,2,True,1,WATCH
USR43187,USER,2,339,11,True,1,WATCH
MCH1929,MERCHANT,1,339,11,True,2,WATCH
MCH3130,MERCHANT,3,339,11,True,0,LOW
USR43189,USER,1,3796,2,True,1,WATCH
MCH7212,MERCHANT,1,3796,2,True,0,LOW
USR43196,USER,1,630,39,True,1,WATCH
USR43197,USER,1,3672,3,True,1,WATCH
USR43204,USER,1,841,4,True,1,WATCH
USR43210,USER,1,3792,6,True,1,WATCH
USR43216,USER,1,741,6,True,1,WATCH
USR43218,USER,1,894,4,True,1,WATCH
USR43222,USER,1,3470,3,True,1,WATCH
USR43228,USER,1,2170,13,True,1,WATCH
MCH7810,MERCHANT,4,2170,13,True,4,ELEVATED_REVIEW
USR43242,USER,1,3797,3,True,1,WATCH
MCH5426,MERCHANT,2,3797,3,True,0,LOW
USR43244,USER,1,3798,3,True,1,WATCH
MCH4936,MERCHANT,2,3798,3,True,1,WATCH
USR43256,USER,1,1867,6,True,1,WATCH
USR43259,USER,1,868,8,True,1,WATCH
USR43260,USER,3,457,15,True,1,WATCH
MCH1719,MERCHANT,1,457,15,True,0,LOW
MCH6892,MERCHANT,1,457,15,True,0,LOW
USR43265,USER,1,3017,3,True,1,WATCH
USR43266,USER,1,3799,2,True,1,WATCH
MCH7077,MERCHANT,1,3799,2,True,2,WATCH
USR43277,USER,1,1243,8,True,1,WATCH
USR43278,USER,1,2302,6,True,1,WATCH
USR43295,USER,1,2108,10,True,1,WATCH
USR43300,USER,1,3800,3,True,1,WATCH
MCH7195,MERCHANT,2,3800,3,True,0,LOW
USR43303,USER,1,337,3,True,1,WATCH
USR43305,USER,1,319,4,True,1,WATCH
USR43310,USER,1,3801,2,True,1,WATCH
MCH3028,MERCHANT,1,3801,2,True,3,ELEVATED_REVIEW
USR43313,USER,1,1047,4,True,1,WATCH
USR43321,USER,1,3802,5,True,1,WATCH
MCH3792,MERCHANT,4,3802,5,True,0,LOW
